model,step,threshold_rounded_mean,selected_as_threshold,width_mean,width_median,width_q1,width_q3,width_min,width_max,width_stddev,total_mape_start_states,contributing_start_states,contributing_fraction
93,10,18,0,18.0,18,18.0,18.0,18,18,0.0,78,45,0.5769230769230769
94,1,5,1,5.234375,5.0,5.0,6.0,3,6,0.8051045642492657,64,64,1.0
94,2,9,1,9.317460317460318,9,8.0,10.0,6,12,1.434555368596191,64,63,0.984375
94,3,12,1,12.161290322580646,12.0,11.0,13.0,9,17,1.667464255912269,64,62,0.96875
94,4,14,1,14.35,14.0,13.0,15.0,12,18,1.447123583757333,64,60,0.9375
94,5,16,1,16.07017543859649,16,15.0,17.0,14,18,1.1059591236824202,64,57,0.890625
94,6,17,1,17.185185185185187,17.0,17.0,18.0,15,18,0.9442628728875527,64,54,0.84375
94,7,18,1,17.75,18.0,18.0,18.0,16,18,0.5590169943749475,64,48,0.75
94,8,18,0,17.952380952380953,18.0,18.0,18.0,17,18,0.21295885499997996,64,42,0.65625
94,9,18,0,18.0,18,18.0,18.0,18,18,0.0,64,37,0.578125
94,10,18,0,18.0,18,18.0,18.0,18,18,0.0,64,31,0.484375
95,1,5,1,5.046153846153846,5,4.0,6.0,3,6,0.901806208600175,65,65,1.0
95,2,9,1,9.174603174603174,9,8.0,10.0,6,12,1.5382909764553292,65,63,0.9692307692307692
95,3,12,1,12.15,12.0,11.0,13.0,9,16,1.49248115565993,65,60,0.9230769230769231
95,4,14,1,14.275862068965518,14.0,13.0,15.0,12,17,1.2837593426887093,65,58,0.8923076923076924
95,5,16,1,15.962962962962964,16.0,15.0,17.0,14,18,1.2614360271056593,65,54,0.8307692307692308
95,6,17,1,17.0,17,16.0,18.0,15,18,1.066421540461737,65,51,0.7846153846153846
95,7,18,1,17.666666666666668,18,18.0,18.0,16,18,0.6666666666666666,65,45,0.6923076923076923
95,8,18,0,17.923076923076923,18,18.0,18.0,17,18,0.2664693550105965,65,39,0.6
95,9,18,0,18.0,18,18.0,18.0,18,18,0.0,65,33,0.5076923076923077
95,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,65,30,0.46153846153846156
96,1,5,1,4.955555555555556,5,4.0,6.0,3,6,0.8680899993166493,45,45,1.0
96,2,9,1,8.75,9.0,8.0,10.0,6,12,1.4479609487451341,45,44,0.9777777777777777
96,3,12,1,11.738095238095237,12.0,11.0,12.0,9,15,1.415215343020341,45,42,0.9333333333333333
96,4,14,1,14.025,14.0,13.0,15.0,12,17,1.083685840084662,45,40,0.8888888888888888
96,5,16,1,15.894736842105264,16.0,15.0,16.75,14,18,1.020564180508701,45,38,0.8444444444444444
96,6,17,1,17.13888888888889,17.0,17.0,18.0,15,18,0.9472996058322185,45,36,0.8
96,7,18,1,17.8125,18.0,18.0,18.0,16,18,0.5266343608235224,45,32,0.7111111111111111
96,8,18,0,17.967741935483872,18,18.0,18.0,17,18,0.17668469596940842,45,31,0.6888888888888889
96,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,45,30,0.6666666666666666
96,10,18,0,18.0,18,18.0,18.0,18,18,0.0,45,29,0.6444444444444445
97,1,5,1,5.40625,6.0,5.0,6.0,3,6,0.8238391454040043,64,64,1.0
97,2,10,1,10.206349206349206,11,9.0,12.0,6,12,1.7652620665978214,64,63,0.984375
97,3,14,1,13.903225806451612,15.0,12.25,15.0,9,16,1.9236195504355578,64,62,0.96875
97,4,16,1,16.45,17.0,16.0,17.0,12,18,1.3469100440143233,64,60,0.9375
97,5,18,1,17.728813559322035,18,18.0,18.0,15,18,0.6332725997379459,64,59,0.921875
97,6,18,0,18.0,18.0,18.0,18.0,18,18,0.0,64,58,0.90625
97,7,18,0,18.0,18,18.0,18.0,18,18,0.0,64,57,0.890625
97,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,64,56,0.875
97,9,18,0,18.0,18.0,18.0,18.0,18,18,0.0,64,54,0.84375
97,10,18,0,18.0,18,18.0,18.0,18,18,0.0,64,51,0.796875
98,1,5,1,5.193548387096774,5.0,5.0,6.0,3,6,0.8393297955650121,62,62,1.0
98,2,10,1,9.6,9.0,8.75,11.0,6,12,1.6950909513454826,62,60,0.967741935483871
98,3,13,1,12.879310344827585,13.0,12.0,14.0,9,17,2.126009587409016,62,58,0.9354838709677419
98,4,15,1,15.24074074074074,15.0,14.0,16.75,12,18,1.7098319733906842,62,54,0.8709677419354839
98,5,17,1,16.557692307692307,17.0,15.0,18.0,14,18,1.3924723659523115,62,52,0.8387096774193549
98,6,17,0,17.387755102040817,18,17.0,18.0,15,18,0.8763636960646486,62,49,0.7903225806451613
98,7,18,1,17.91111111111111,18,18.0,18.0,17,18,0.28458329944145994,62,45,0.7258064516129032
98,8,18,0,18.0,18.0,18.0,18.0,18,18,0.0,62,42,0.6774193548387096
98,9,18,0,18.0,18,18.0,18.0,18,18,0.0,62,37,0.5967741935483871
98,10,18,0,18.0,18.0,18.0,18.0,18,18,0.0,62,32,0.5161290322580645
99,1,5,1,5.065789473684211,5.0,4.0,6.0,3,6,0.9080854109462431,76,76,1.0
99,2,9,1,9.18918918918919,9.0,8.0,10.75,6,12,1.705917171682108,76,74,0.9736842105263158
99,3,13,1,12.52112676056338,12,11.0,14.0,9,17,2.013050064304549,76,71,0.9342105263157895
99,4,15,1,14.898550724637682,14,14.0,17.0,12,18,1.8268919320761647,76,69,0.9078947368421053
99,5,17,1,16.597014925373134,17,16.0,18.0,14,18,1.3050956560417417,76,67,0.881578947368421
99,6,17,0,17.46153846153846,18,17.0,18.0,15,18,0.8784063029920122,76,65,0.8552631578947368
99,7,18,1,17.83606557377049,18,18.0,18.0,16,18,0.4501485317293764,76,61,0.8026315789473685
99,8,18,0,17.982456140350877,18,18.0,18.0,17,18,0.13128622409733126,76,57,0.75
99,9,18,0,18.0,18,18.0,18.0,18,18,0.0,76,53,0.6973684210526315
99,10,18,0,18.0,18,18.0,18.0,18,18,0.0,76,49,0.6447368421052632
