model,threshold,total_starts,reached_count,not_reached_count,reached_fraction,not_reached_fraction,first_step_min,first_step_q1,first_step_median,first_step_mean,first_step_q3,first_step_max,first_step_stddev
12,1,75,75,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
12,2,75,75,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
12,3,75,75,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
12,4,75,74,1,0.9866666666666667,0.013333333333333308,1,1.0,1.0,1.0135135135135136,1.0,2,0.11545951007185853
12,5,75,74,1,0.9866666666666667,0.013333333333333308,1,1.0,1.0,1.1216216216216217,1.0,2,0.3268482870931844
12,6,75,74,1,0.9866666666666667,0.013333333333333308,1,1.0,2.0,1.5135135135135136,2.0,2,0.49981735159207913
12,7,75,73,2,0.9733333333333334,0.026666666666666616,2,2.0,2.0,2.0136986301369864,2.0,3,0.11623673115395301
12,8,75,73,2,0.9733333333333334,0.026666666666666616,2,2.0,2.0,2.0547945205479454,2.0,3,0.22757873597035821
12,9,75,73,2,0.9733333333333334,0.026666666666666616,2,2.0,2.0,2.1506849315068495,2.0,3,0.35774150293700263
12,10,75,72,3,0.96,0.040000000000000036,2,2.0,2.0,2.375,3.0,4,0.5120085719768545
12,11,75,72,3,0.96,0.040000000000000036,2,2.0,3.0,2.736111111111111,3.0,4,0.5525962851132712
12,12,75,72,3,0.96,0.040000000000000036,2,3.0,3.0,3.0277777777777777,3.0,4,0.5263137589304561
12,13,75,71,4,0.9466666666666667,0.053333333333333344,3,3.0,3.0,3.3380281690140845,4.0,5,0.5019304135550834
12,14,75,71,4,0.9466666666666667,0.053333333333333344,3,3.0,4.0,3.704225352112676,4.0,5,0.6999872473120663
12,15,75,71,4,0.9466666666666667,0.053333333333333344,3,4.0,4.0,4.112676056338028,5.0,6,0.814469425059209
12,16,75,68,7,0.9066666666666666,0.09333333333333338,3,4.0,5.0,4.632352941176471,5.0,7,0.9059348724271435
12,17,75,67,8,0.8933333333333333,0.10666666666666669,4,4.5,5.0,5.313432835820896,6.0,8,1.010526022675269
12,18,75,64,11,0.8533333333333334,0.1466666666666666,4,5.0,6.0,5.9375,7.0,8,1.1301963325015703
12,19,75,0,75,0.0,1.0,,,,,,,
13,1,72,72,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
13,2,72,72,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
13,3,72,72,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
13,4,72,71,1,0.9861111111111112,0.01388888888888884,1,1.0,1.0,1.0140845070422535,1.0,2,0.11783944035691205
13,5,72,71,1,0.9861111111111112,0.01388888888888884,1,1.0,1.0,1.1408450704225352,1.0,2,0.3478616629641822
13,6,72,71,1,0.9861111111111112,0.01388888888888884,1,1.0,1.0,1.4929577464788732,2.0,2,0.4999504042056014
13,7,72,69,3,0.9583333333333334,0.04166666666666663,2,2.0,2.0,2.0,2.0,2,0.0
13,8,72,69,3,0.9583333333333334,0.04166666666666663,2,2.0,2.0,2.0579710144927534,2.0,3,0.23368863038546522
13,9,72,69,3,0.9583333333333334,0.04166666666666663,2,2.0,2.0,2.1739130434782608,2.0,3,0.37903469074266727
13,10,72,67,5,0.9305555555555556,0.06944444444444442,2,2.0,2.0,2.417910447761194,3.0,3,0.49321527289129274
13,11,72,67,5,0.9305555555555556,0.06944444444444442,2,2.0,3.0,2.791044776119403,3.0,4,0.5335690427378948
13,12,72,67,5,0.9305555555555556,0.06944444444444442,2,3.0,3.0,3.074626865671642,3.0,4,0.4981587841277205
13,13,72,64,8,0.8888888888888888,0.11111111111111116,3,3.0,3.0,3.375,4.0,4,0.4841229182759271
13,14,72,64,8,0.8888888888888888,0.11111111111111116,3,3.0,4.0,3.8125,4.0,5,0.6343057228182637
13,15,72,63,9,0.875,0.125,3,4.0,4.0,4.174603174603175,5.0,6,0.7246166482865605
13,16,72,60,12,0.8333333333333334,0.16666666666666663,3,4.0,5.0,4.766666666666667,5.0,7,0.8439325934114775
13,17,72,59,13,0.8194444444444444,0.18055555555555558,3,5.0,5.0,5.372881355932203,6.0,8,0.9548858319324254
13,18,72,57,15,0.7916666666666666,0.20833333333333337,4,5.0,6.0,6.0,7.0,8,1.025978352085154
13,19,72,0,72,0.0,1.0,,,,,,,
14,1,74,74,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
14,2,74,74,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
14,3,74,74,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
14,4,74,72,2,0.972972972972973,0.027027027027026973,1,1.0,1.0,1.0138888888888888,1.0,2,0.11702985796078276
14,5,74,72,2,0.972972972972973,0.027027027027026973,1,1.0,1.0,1.2083333333333333,1.0,2,0.4061164310337068
14,6,74,72,2,0.972972972972973,0.027027027027026973,1,1.0,2.0,1.5833333333333333,2.0,2,0.4930066485916347
14,7,74,71,3,0.9594594594594594,0.04054054054054057,2,2.0,2.0,2.0140845070422535,2.0,3,0.11783944035691205
14,8,74,71,3,0.9594594594594594,0.04054054054054057,2,2.0,2.0,2.0704225352112675,2.0,3,0.25585777640260493
14,9,74,71,3,0.9594594594594594,0.04054054054054057,2,2.0,2.0,2.2253521126760565,2.0,3,0.41781399927299506
14,10,74,69,5,0.9324324324324325,0.06756756756756754,2,2.0,2.0,2.5072463768115942,3.0,4,0.5281410770518434
14,11,74,69,5,0.9324324324324325,0.06756756756756754,2,3.0,3.0,2.8550724637681157,3.0,4,0.5185085165216904
14,12,74,69,5,0.9324324324324325,0.06756756756756754,2,3.0,3.0,3.0434782608695654,3.0,4,0.4944557133110719
14,13,74,67,7,0.9054054054054054,0.09459459459459463,3,3.0,3.0,3.417910447761194,4.0,5,0.5226012358212417
14,14,74,67,7,0.9054054054054054,0.09459459459459463,3,3.5,4.0,3.8955223880597014,4.0,5,0.626154536220986
14,15,74,66,8,0.8918918918918919,0.10810810810810811,3,4.0,4.0,4.378787878787879,5.0,6,0.7337151522911062
14,16,74,65,9,0.8783783783783784,0.1216216216216216,3,4.0,5.0,4.938461538461539,6.0,7,0.8748964435761803
14,17,74,64,10,0.8648648648648649,0.1351351351351351,4,5.0,6.0,5.640625,6.0,7,0.8726251253402001
14,18,74,61,13,0.8243243243243243,0.17567567567567566,5,6.0,6.0,6.278688524590164,7.0,8,0.8894858994262647
14,19,74,0,74,0.0,1.0,,,,,,,
15,1,63,63,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
15,2,63,63,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
15,3,63,63,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
15,4,63,61,2,0.9682539682539683,0.031746031746031744,1,1.0,1.0,1.0327868852459017,1.0,2,0.17807836870820026
15,5,63,61,2,0.9682539682539683,0.031746031746031744,1,1.0,1.0,1.1475409836065573,1.0,2,0.35464438775055634
15,6,63,61,2,0.9682539682539683,0.031746031746031744,1,1.0,2.0,1.6229508196721312,2.0,2,0.48464739341293384
15,7,63,59,4,0.9365079365079365,0.06349206349206349,2,2.0,2.0,2.0,2.0,2,0.0
15,8,63,59,4,0.9365079365079365,0.06349206349206349,2,2.0,2.0,2.0847457627118646,2.0,3,0.2785029953416099
15,9,63,59,4,0.9365079365079365,0.06349206349206349,2,2.0,2.0,2.2203389830508473,2.0,3,0.414475229174152
15,10,63,56,7,0.8888888888888888,0.11111111111111116,2,2.0,2.0,2.4285714285714284,3.0,3,0.4948716593053935
15,11,63,56,7,0.8888888888888888,0.11111111111111116,2,3.0,3.0,2.9285714285714284,3.0,4,0.4573660169594892
15,12,63,56,7,0.8888888888888888,0.11111111111111116,2,3.0,3.0,3.1785714285714284,3.0,4,0.42708074082504993
15,13,63,52,11,0.8253968253968254,0.17460317460317465,3,3.0,3.0,3.4423076923076925,4.0,4,0.4966604450055753
15,14,63,52,11,0.8253968253968254,0.17460317460317465,3,4.0,4.0,3.980769230769231,4.0,5,0.5714483830039856
15,15,63,52,11,0.8253968253968254,0.17460317460317465,4,4.0,4.0,4.4423076923076925,5.0,6,0.6017110710446929
15,16,63,48,15,0.7619047619047619,0.23809523809523814,4,5.0,5.0,5.125,5.25,7,0.7252872993970504
15,17,63,46,17,0.7301587301587301,0.2698412698412699,5,5.0,6.0,5.8478260869565215,6.0,8,0.7792803621276052
15,18,63,42,21,0.6666666666666666,0.33333333333333337,5,6.0,7.0,6.5,7.0,8,0.9574271077563381
15,19,63,0,63,0.0,1.0,,,,,,,
16,1,75,75,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
16,2,75,75,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
16,3,75,75,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
16,4,75,73,2,0.9733333333333334,0.026666666666666616,1,1.0,1.0,1.0136986301369864,1.0,2,0.11623673115395301
16,5,75,73,2,0.9733333333333334,0.026666666666666616,1,1.0,1.0,1.1506849315068493,1.0,2,0.35774150293700263
16,6,75,73,2,0.9733333333333334,0.026666666666666616,1,1.0,2.0,1.5068493150684932,2.0,2,0.49995308468204547
16,7,75,71,4,0.9466666666666667,0.053333333333333344,2,2.0,2.0,2.0140845070422535,2.0,3,0.11783944035691205
16,8,75,71,4,0.9466666666666667,0.053333333333333344,2,2.0,2.0,2.0704225352112675,2.0,3,0.25585777640260493
16,9,75,71,4,0.9466666666666667,0.053333333333333344,2,2.0,2.0,2.2253521126760565,2.0,3,0.41781399927299506
16,10,75,69,6,0.92,0.07999999999999996,2,2.0,2.0,2.318840579710145,3.0,3,0.46602710698010225
16,11,75,69,6,0.92,0.07999999999999996,2,2.0,3.0,2.652173913043478,3.0,4,0.5854785471514248
16,12,75,69,6,0.92,0.07999999999999996,2,3.0,3.0,2.9420289855072466,3.0,4,0.5616760108717711
16,13,75,67,8,0.8933333333333333,0.10666666666666669,3,3.0,3.0,3.283582089552239,4.0,4,0.4507363841952686
16,14,75,67,8,0.8933333333333333,0.10666666666666669,3,3.0,3.0,3.462686567164179,4.0,5,0.6066388487433306
16,15,75,67,8,0.8933333333333333,0.10666666666666669,3,3.0,4.0,3.8059701492537314,4.0,6,0.7962375324387546
16,16,75,65,10,0.8666666666666667,0.1333333333333333,3,4.0,4.0,4.323076923076923,5.0,6,0.8247646248418591
16,17,75,64,11,0.8533333333333334,0.1466666666666666,3,4.0,4.5,4.78125,6.0,7,0.9757809372497497
16,18,75,62,13,0.8266666666666667,0.17333333333333334,4,4.0,5.0,5.338709677419355,6.0,7,1.0617020477956347
16,19,75,0,75,0.0,1.0,,,,,,,
17,1,68,68,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
17,2,68,68,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
17,3,68,68,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
17,4,68,66,2,0.9705882352941176,0.02941176470588236,1,1.0,1.0,1.0303030303030303,1.0,2,0.17141982574219336
17,5,68,66,2,0.9705882352941176,0.02941176470588236,1,1.0,1.0,1.1818181818181819,1.0,2,0.38569460791993504
17,6,68,66,2,0.9705882352941176,0.02941176470588236,1,1.0,1.0,1.4393939393939394,2.0,2,0.4963133137624
17,7,68,64,4,0.9411764705882353,0.05882352941176472,2,2.0,2.0,2.03125,2.0,3,0.17399263633843817
17,8,68,64,4,0.9411764705882353,0.05882352941176472,2,2.0,2.0,2.140625,2.0,3,0.3476343040826092
17,9,68,64,4,0.9411764705882353,0.05882352941176472,2,2.0,2.0,2.25,2.25,3,0.4330127018922193
17,10,68,62,6,0.9117647058823529,0.08823529411764708,2,2.0,2.0,2.3870967741935485,3.0,4,0.5779507376506102
17,11,68,62,6,0.9117647058823529,0.08823529411764708,2,2.0,3.0,2.661290322580645,3.0,4,0.694298169355835
17,12,68,62,6,0.9117647058823529,0.08823529411764708,2,2.0,3.0,2.9193548387096775,3.0,4,0.7024929593671796
17,13,68,60,8,0.8823529411764706,0.11764705882352944,3,3.0,3.0,3.3666666666666667,4.0,5,0.5153208277913436
17,14,68,60,8,0.8823529411764706,0.11764705882352944,3,3.0,3.0,3.6166666666666667,4.0,5,0.7547994582816169
17,15,68,60,8,0.8823529411764706,0.11764705882352944,3,3.0,4.0,3.8833333333333333,5.0,6,0.9325889889025187
17,16,68,57,11,0.8382352941176471,0.16176470588235292,3,4.0,4.0,4.2105263157894735,5.0,7,0.9316433717439827
17,17,68,57,11,0.8382352941176471,0.16176470588235292,3,4.0,4.0,4.56140350877193,5.0,7,1.124176796042161
17,18,68,55,13,0.8088235294117647,0.19117647058823528,4,4.0,5.0,5.1454545454545455,6.0,8,1.0857453546788085
17,19,68,0,68,0.0,1.0,,,,,,,
18,1,73,73,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
18,2,73,73,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
18,3,73,73,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
18,4,73,72,1,0.9863013698630136,0.013698630136986356,1,1.0,1.0,1.0138888888888888,1.0,2,0.11702985796078276
18,5,73,72,1,0.9863013698630136,0.013698630136986356,1,1.0,1.0,1.1527777777777777,1.0,2,0.3597731624163505
18,6,73,72,1,0.9863013698630136,0.013698630136986356,1,1.0,1.0,1.4583333333333333,2.0,2,0.49826086429589156
18,7,73,70,3,0.958904109589041,0.04109589041095896,2,2.0,2.0,2.0142857142857142,2.0,3,0.11866605518454393
18,8,73,70,3,0.958904109589041,0.04109589041095896,2,2.0,2.0,2.085714285714286,2.0,3,0.27994168488950605
18,9,73,70,3,0.958904109589041,0.04109589041095896,2,2.0,2.0,2.1714285714285713,2.0,3,0.37688302737922624
18,10,73,68,5,0.9315068493150684,0.06849315068493156,2,2.0,2.0,2.338235294117647,3.0,4,0.5316537494860358
18,11,73,68,5,0.9315068493150684,0.06849315068493156,2,2.0,3.0,2.661764705882353,3.0,4,0.6326948460087928
18,12,73,68,5,0.9315068493150684,0.06849315068493156,2,3.0,3.0,2.926470588235294,3.0,4,0.601864174402386
18,13,73,65,8,0.8904109589041096,0.1095890410958904,3,3.0,3.0,3.2615384615384615,4.0,4,0.43947251867956
18,14,73,65,8,0.8904109589041096,0.1095890410958904,3,3.0,3.0,3.5538461538461537,4.0,5,0.7023207514162048
18,15,73,65,8,0.8904109589041096,0.1095890410958904,3,3.0,4.0,3.8461538461538463,4.0,6,0.8270572341978838
18,16,73,62,11,0.8493150684931506,0.15068493150684936,3,4.0,4.0,4.225806451612903,5.0,7,0.8504146017073592
18,17,73,62,11,0.8493150684931506,0.15068493150684936,3,4.0,5.0,4.693548387096774,5.0,7,0.9261211109648769
18,18,73,60,13,0.821917808219178,0.17808219178082196,4,5.0,5.0,5.3,6.0,8,0.9539392014169457
18,19,73,0,73,0.0,1.0,,,,,,,
19,1,67,67,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
19,2,67,67,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
19,3,67,67,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
19,4,67,65,2,0.9701492537313433,0.02985074626865669,1,1.0,1.0,1.0153846153846153,1.0,2,0.12307692307692307
19,5,67,65,2,0.9701492537313433,0.02985074626865669,1,1.0,1.0,1.2,1.0,2,0.4
19,6,67,65,2,0.9701492537313433,0.02985074626865669,1,1.0,2.0,1.6,2.0,2,0.4898979485566356
19,7,67,63,4,0.9402985074626866,0.05970149253731338,2,2.0,2.0,2.015873015873016,2.0,3,0.12498425196844144
19,8,67,63,4,0.9402985074626866,0.05970149253731338,2,2.0,2.0,2.111111111111111,2.0,3,0.3142696805273545
19,9,67,63,4,0.9402985074626866,0.05970149253731338,2,2.0,2.0,2.2857142857142856,3.0,3,0.45175395145262565
19,10,67,61,6,0.9104477611940298,0.08955223880597019,2,2.0,2.0,2.5081967213114753,3.0,4,0.5616997278364529
19,11,67,61,6,0.9104477611940298,0.08955223880597019,2,2.0,3.0,2.8360655737704916,3.0,4,0.6319454186031601
19,12,67,61,6,0.9104477611940298,0.08955223880597019,2,3.0,3.0,3.1475409836065573,3.0,4,0.5678855106783204
19,13,67,59,8,0.8805970149253731,0.11940298507462688,3,3.0,3.0,3.5084745762711864,4.0,5,0.5636708185869793
19,14,67,59,8,0.8805970149253731,0.11940298507462688,3,3.0,4.0,3.864406779661017,4.0,5,0.7692749639261164
19,15,67,59,8,0.8805970149253731,0.11940298507462688,3,4.0,4.0,4.237288135593221,5.0,6,0.8894672381967408
19,16,67,56,11,0.835820895522388,0.16417910447761197,3,4.0,5.0,4.678571428571429,5.0,7,0.9084355244269218
19,17,67,56,11,0.835820895522388,0.16417910447761197,3,4.0,5.0,5.125,6.0,7,1.0361760054574292
19,18,67,54,13,0.8059701492537313,0.19402985074626866,4,5.0,6.0,5.685185185185185,6.75,8,1.0684719805001228
19,19,67,0,67,0.0,1.0,,,,,,,
20,1,49,49,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
20,2,49,49,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
20,3,49,49,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
20,4,49,48,1,0.9795918367346939,0.020408163265306145,1,1.0,1.0,1.0208333333333333,1.0,2,0.1428261375083551
20,5,49,48,1,0.9795918367346939,0.020408163265306145,1,1.0,1.0,1.2083333333333333,1.0,2,0.4061164310337068
20,6,49,48,1,0.9795918367346939,0.020408163265306145,1,1.0,2.0,1.6041666666666667,2.0,2,0.4890289414293959
20,7,49,47,2,0.9591836734693877,0.04081632653061229,2,2.0,2.0,2.0,2.0,2,0.0
20,8,49,47,2,0.9591836734693877,0.04081632653061229,2,2.0,2.0,2.0638297872340425,2.0,3,0.2444494743207672
20,9,49,47,2,0.9591836734693877,0.04081632653061229,2,2.0,2.0,2.25531914893617,2.5,3,0.43604045812594033
20,10,49,46,3,0.9387755102040817,0.061224489795918324,2,2.0,2.0,2.4782608695652173,3.0,3,0.49952718665548074
20,11,49,46,3,0.9387755102040817,0.061224489795918324,2,2.25,3.0,2.8043478260869565,3.0,4,0.5364766382283942
20,12,49,46,3,0.9387755102040817,0.061224489795918324,2,3.0,3.0,3.0217391304347827,3.0,4,0.5706262934089864
20,13,49,45,4,0.9183673469387755,0.08163265306122447,3,3.0,3.0,3.4444444444444446,4.0,4,0.49690399499995325
20,14,49,45,4,0.9183673469387755,0.08163265306122447,3,3.0,4.0,3.888888888888889,4.0,5,0.6740333728045823
20,15,49,44,5,0.8979591836734694,0.10204081632653061,3,4.0,4.0,4.295454545454546,5.0,6,0.9189803008707149
20,16,49,42,7,0.8571428571428571,0.1428571428571429,3,4.0,5.0,4.833333333333333,5.75,7,1.089269450828369
20,17,49,42,7,0.8571428571428571,0.1428571428571429,3,4.25,5.0,5.428571428571429,6.0,8,1.3119026013291344
20,18,49,40,9,0.8163265306122449,0.18367346938775508,4,5.0,6.0,6.125,7.0,9,1.3635890143294642
20,19,49,0,49,0.0,1.0,,,,,,,
21,1,72,72,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
21,2,72,72,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
21,3,72,72,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
21,4,72,70,2,0.9722222222222222,0.02777777777777779,1,1.0,1.0,1.0142857142857142,1.0,2,0.11866605518454393
21,5,72,70,2,0.9722222222222222,0.02777777777777779,1,1.0,1.0,1.1857142857142857,1.0,2,0.3888759311090343
21,6,72,70,2,0.9722222222222222,0.02777777777777779,1,1.0,2.0,1.5142857142857142,2.0,2,0.49979587670102577
21,7,72,68,4,0.9444444444444444,0.05555555555555558,2,2.0,2.0,2.014705882352941,2.0,3,0.1203728348804772
21,8,72,68,4,0.9444444444444444,0.05555555555555558,2,2.0,2.0,2.088235294117647,2.0,3,0.2836367870880281
21,9,72,68,4,0.9444444444444444,0.05555555555555558,2,2.0,2.0,2.1911764705882355,2.0,3,0.39322770462120404
21,10,72,65,7,0.9027777777777778,0.09722222222222221,2,2.0,2.0,2.3846153846153846,3.0,3,0.4865042554105199
21,11,72,65,7,0.9027777777777778,0.09722222222222221,2,2.0,3.0,2.723076923076923,3.0,4,0.5686067265408101
21,12,72,65,7,0.9027777777777778,0.09722222222222221,2,3.0,3.0,3.0307692307692307,3.0,4,0.5809602334922832
21,13,72,63,9,0.875,0.125,3,3.0,3.0,3.3492063492063493,4.0,4,0.47671928310099065
21,14,72,63,9,0.875,0.125,3,3.0,4.0,3.7777777777777777,4.0,5,0.7002141269877072
21,15,72,63,9,0.875,0.125,3,4.0,4.0,4.317460317460317,5.0,6,0.8512436620820268
21,16,72,59,13,0.8194444444444444,0.18055555555555558,3,4.0,5.0,4.9491525423728815,6.0,7,0.9815886261403566
21,17,72,57,15,0.7916666666666666,0.20833333333333337,3,5.0,6.0,5.649122807017544,6.0,8,1.131544947129621
21,18,72,52,20,0.7222222222222222,0.2777777777777778,4,5.0,7.0,6.346153846153846,7.0,9,1.2991804426195797
21,19,72,0,72,0.0,1.0,,,,,,,
22,1,69,69,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
22,2,69,69,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
22,3,69,69,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
22,4,69,68,1,0.9855072463768116,0.01449275362318836,1,1.0,1.0,1.0294117647058822,1.0,2,0.1689577248981773
22,5,69,68,1,0.9855072463768116,0.01449275362318836,1,1.0,1.0,1.2794117647058822,2.0,2,0.4487101853644811
22,6,69,68,1,0.9855072463768116,0.01449275362318836,1,1.0,2.0,1.6323529411764706,2.0,2,0.4821645973751471
22,7,69,66,3,0.9565217391304348,0.04347826086956519,2,2.0,2.0,2.0303030303030303,2.0,3,0.17141982574219336
22,8,69,66,3,0.9565217391304348,0.04347826086956519,2,2.0,2.0,2.1363636363636362,2.0,3,0.3431742925123068
22,9,69,66,3,0.9565217391304348,0.04347826086956519,2,2.0,2.0,2.3636363636363638,3.0,3,0.48104569292083466
22,10,69,64,5,0.927536231884058,0.07246376811594202,2,2.0,3.0,2.609375,3.0,4,0.5760096434739613
22,11,69,64,5,0.927536231884058,0.07246376811594202,2,3.0,3.0,2.96875,3.0,4,0.63661089960823
22,12,69,64,5,0.927536231884058,0.07246376811594202,2,3.0,3.0,3.21875,4.0,4,0.624218261107443
22,13,69,60,9,0.8695652173913043,0.13043478260869568,3,3.0,4.0,3.6333333333333333,4.0,5,0.5763872155263527
22,14,69,60,9,0.8695652173913043,0.13043478260869568,3,4.0,4.0,4.15,5.0,5,0.7262919523166975
22,15,69,59,10,0.855072463768116,0.14492753623188404,3,4.0,5.0,4.677966101694915,5.0,6,0.8914029689698105
22,16,69,56,13,0.8115942028985508,0.18840579710144922,3,5.0,5.0,5.303571428571429,6.0,7,1.0337111170290216
22,17,69,54,15,0.782608695652174,0.21739130434782605,3,5.0,6.0,6.0,7.0,8,1.1385500851066221
22,18,69,50,19,0.7246376811594203,0.2753623188405797,4,6.0,7.0,6.68,8.0,9,1.2073110618229255
22,19,69,0,69,0.0,1.0,,,,,,,
23,1,73,73,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
23,2,73,73,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
23,3,73,73,0,1.0,0.0,1,1.0,1.0,1.0,1.0,1,0.0
