model,decision,threshold,actual_update_q1,actual_update_median,actual_update_mean,actual_update_q3,interval_trigger_fraction,fallback_fraction
78,1,3,1.0,1.0,1.0,1.0,1.0,0.0
78,2,6,1.0,1.0,1.5441176470588236,2.0,0.9852941176470589,0.014705882352941176
78,3,9,2.0,2.0,2.4705882352941178,3.0,0.9705882352941176,0.029411764705882353
78,4,10,2.0,2.0,2.8088235294117645,3.0,0.9411764705882353,0.058823529411764705
78,5,11,2.0,3.0,3.073529411764706,3.0,0.9411764705882353,0.058823529411764705
78,6,14,3.0,3.0,4.1911764705882355,4.0,0.8970588235294118,0.10294117647058823
78,7,15,3.0,4.0,4.5,5.0,0.8970588235294118,0.10294117647058823
78,8,16,4.0,4.0,5.147058823529412,5.0,0.8529411764705882,0.14705882352941177
78,9,18,5.0,6.0,6.102941176470588,7.0,0.8382352941176471,0.16176470588235295
78,10,19,10.0,10.0,10.0,10.0,0.0,1.0
79,1,3,1.0,1.0,1.0,1.0,1.0,0.0
79,2,6,1.0,2.0,1.640625,2.0,0.984375,0.015625
79,3,8,2.0,2.0,2.40625,2.0,0.953125,0.046875
79,4,12,2.0,3.0,3.28125,3.0,0.9375,0.0625
79,5,13,3.0,3.0,3.96875,4.0,0.90625,0.09375
79,6,14,3.0,4.0,4.28125,4.0,0.90625,0.09375
79,7,15,3.0,4.0,4.65625,5.0,0.890625,0.109375
79,8,17,4.0,5.0,5.8125,7.0,0.84375,0.15625
79,9,18,4.0,6.0,6.4375,8.0,0.8125,0.1875
79,10,19,10.0,10.0,10.0,10.0,0.0,1.0
80,1,3,1.0,1.0,1.0,1.0,1.0,0.0
80,2,5,1.0,1.0,1.4262295081967213,2.0,0.9836065573770492,0.01639344262295082
80,3,8,2.0,2.0,2.557377049180328,2.0,0.9508196721311475,0.04918032786885246
80,4,9,2.0,2.0,2.737704918032787,3.0,0.9508196721311475,0.04918032786885246
80,5,12,3.0,3.0,3.8524590163934427,4.0,0.9180327868852459,0.08196721311475409
80,6,13,3.0,4.0,4.508196721311475,4.0,0.8688524590163934,0.13114754098360656
80,7,15,4.0,5.0,5.557377049180328,6.0,0.8524590163934426,0.14754098360655737
80,8,16,5.0,6.0,6.229508196721311,7.0,0.8032786885245902,0.19672131147540983
80,9,18,6.0,7.0,7.704918032786885,10.0,0.7213114754098361,0.2786885245901639
80,10,19,10.0,10.0,10.0,10.0,0.0,1.0
81,1,3,1.0,1.0,1.0,1.0,1.0,0.0
81,2,5,1.0,1.0,1.4666666666666666,1.0,0.9666666666666667,0.03333333333333333
81,3,8,2.0,2.0,2.6333333333333333,2.0,0.9333333333333333,0.06666666666666667
81,4,9,2.0,2.0,2.75,3.0,0.9333333333333333,0.06666666666666667
81,5,11,2.0,3.0,3.45,3.0,0.9,0.1
81,6,12,3.0,3.0,3.683333333333333,4.0,0.9,0.1
81,7,15,3.0,4.0,4.883333333333334,5.0,0.8666666666666667,0.13333333333333333
81,8,16,4.0,5.0,5.5,6.0,0.8333333333333334,0.16666666666666666
81,9,18,5.0,6.0,6.733333333333333,8.0,0.8,0.2
81,10,19,10.0,10.0,10.0,10.0,0.0,1.0
82,1,3,1.0,1.0,1.0,1.0,1.0,0.0
82,2,5,1.0,1.0,1.3676470588235294,1.25,0.9852941176470589,0.014705882352941176
82,3,8,2.0,2.0,2.4705882352941178,2.0,0.9558823529411765,0.04411764705882353
82,4,9,2.0,2.0,2.6176470588235294,3.0,0.9558823529411765,0.04411764705882353
82,5,11,2.0,3.0,3.235294117647059,3.0,0.9411764705882353,0.058823529411764705
82,6,13,3.0,3.5,3.9705882352941178,4.0,0.9264705882352942,0.07352941176470588
82,7,15,3.75,4.0,4.676470588235294,5.0,0.9264705882352942,0.07352941176470588
82,8,16,4.0,5.0,5.176470588235294,6.0,0.9117647058823529,0.08823529411764706
82,9,18,5.0,6.0,6.338235294117647,7.0,0.8970588235294118,0.10294117647058823
82,10,19,10.0,10.0,10.0,10.0,0.0,1.0
83,1,3,1.0,1.0,1.0,1.0,1.0,0.0
83,2,6,1.0,1.0,1.5909090909090908,2.0,0.9848484848484849,0.015151515151515152
83,3,9,2.0,2.0,2.5303030303030303,2.0,0.9545454545454546,0.045454545454545456
83,4,10,2.0,2.0,2.8333333333333335,3.0,0.9242424242424242,0.07575757575757576
83,5,12,3.0,3.0,3.409090909090909,3.0,0.9242424242424242,0.07575757575757576
83,6,14,3.0,3.0,4.212121212121212,4.0,0.8787878787878788,0.12121212121212122
83,7,16,4.0,4.0,4.954545454545454,5.0,0.8636363636363636,0.13636363636363635
83,8,17,4.0,5.0,5.318181818181818,6.0,0.8636363636363636,0.13636363636363635
83,9,18,5.0,5.0,5.96969696969697,6.0,0.8484848484848485,0.15151515151515152
83,10,19,10.0,10.0,10.0,10.0,0.0,1.0
84,1,3,1.0,1.0,1.0,1.0,1.0,0.0
84,2,5,1.0,1.0,1.4242424242424243,1.0,0.9696969696969697,0.030303030303030304
84,3,6,1.0,1.0,1.7121212121212122,2.0,0.9696969696969697,0.030303030303030304
84,4,9,2.0,2.0,2.6515151515151514,2.0,0.9393939393939394,0.06060606060606061
84,5,10,2.0,2.0,3.015151515151515,3.0,0.9090909090909091,0.09090909090909091
84,6,14,3.0,3.0,4.257575757575758,4.0,0.8787878787878788,0.12121212121212122
84,7,15,3.0,4.0,4.575757575757576,5.0,0.8636363636363636,0.13636363636363635
84,8,17,4.0,5.0,5.46969696969697,6.0,0.8484848484848485,0.15151515151515152
84,9,18,4.25,5.5,6.0606060606060606,7.0,0.8181818181818182,0.18181818181818182
84,10,19,10.0,10.0,10.0,10.0,0.0,1.0
85,1,3,1.0,1.0,1.0,1.0,1.0,0.0
85,2,5,1.0,1.0,1.4507042253521127,1.0,0.971830985915493,0.028169014084507043
85,3,8,2.0,2.0,2.6338028169014085,2.0,0.9295774647887324,0.07042253521126761
85,4,9,2.0,2.0,2.8028169014084505,3.0,0.9295774647887324,0.07042253521126761
85,5,11,2.0,3.0,3.507042253521127,3.0,0.8873239436619719,0.11267605633802817
85,6,12,3.0,3.0,3.76056338028169,4.0,0.8873239436619719,0.11267605633802817
85,7,15,3.0,4.0,5.0,5.0,0.8450704225352113,0.15492957746478872
85,8,16,4.0,5.0,5.647887323943662,6.0,0.8169014084507042,0.18309859154929578
85,9,18,5.0,6.0,6.619718309859155,8.0,0.7887323943661971,0.2112676056338028
85,10,19,10.0,10.0,10.0,10.0,0.0,1.0
86,1,3,1.0,1.0,1.0,1.0,1.0,0.0
86,2,5,1.0,1.0,1.4576271186440677,1.0,0.9661016949152542,0.03389830508474576
86,3,6,1.0,2.0,1.8135593220338984,2.0,0.9661016949152542,0.03389830508474576
86,4,9,2.0,2.0,2.76271186440678,3.0,0.9322033898305084,0.06779661016949153
86,5,11,3.0,3.0,3.6779661016949152,3.0,0.8813559322033898,0.11864406779661017
86,6,12,3.0,3.0,3.864406779661017,3.5,0.8813559322033898,0.11864406779661017
86,7,13,3.0,3.0,4.677966101694915,4.0,0.7966101694915254,0.2033898305084746
86,8,16,4.0,5.0,6.0,8.5,0.7457627118644068,0.2542372881355932
86,9,18,6.0,6.0,7.11864406779661,10.0,0.711864406779661,0.288135593220339
86,10,19,10.0,10.0,10.0,10.0,0.0,1.0
87,1,3,1.0,1.0,1.0,1.0,1.0,0.0
87,2,6,1.0,2.0,1.7076923076923076,2.0,0.9846153846153847,0.015384615384615385
87,3,9,2.0,2.0,2.646153846153846,3.0,0.9538461538461539,0.046153846153846156
87,4,11,2.0,3.0,3.476923076923077,3.0,0.9076923076923077,0.09230769230769231
87,5,12,3.0,3.0,3.723076923076923,4.0,0.9076923076923077,0.09230769230769231
87,6,14,3.0,4.0,4.769230769230769,5.0,0.8615384615384616,0.13846153846153847
87,7,15,4.0,4.0,5.153846153846154,6.0,0.8461538461538461,0.15384615384615385
87,8,16,4.0,5.0,5.7846153846153845,7.0,0.8153846153846154,0.18461538461538463
87,9,18,5.0,6.0,6.876923076923077,9.0,0.7692307692307693,0.23076923076923078
87,10,19,10.0,10.0,10.0,10.0,0.0,1.0
88,1,3,1.0,1.0,1.0,1.0,1.0,0.0
88,2,5,1.0,1.0,1.3846153846153846,1.0,0.9743589743589743,0.02564102564102564
88,3,9,2.0,2.0,2.58974358974359,2.0,0.9487179487179487,0.05128205128205128
88,4,10,2.0,2.0,2.858974358974359,3.0,0.9358974358974359,0.0641025641025641
88,5,12,3.0,3.0,3.4358974358974357,3.0,0.9358974358974359,0.0641025641025641
88,6,14,3.0,4.0,4.230769230769231,4.0,0.9102564102564102,0.08974358974358974
88,7,15,4.0,4.0,4.602564102564102,5.0,0.9102564102564102,0.08974358974358974
88,8,16,4.0,5.0,5.282051282051282,5.75,0.8717948717948718,0.1282051282051282
88,9,18,5.0,6.0,6.4743589743589745,7.0,0.8076923076923077,0.19230769230769232
88,10,19,10.0,10.0,10.0,10.0,0.0,1.0
89,1,3,1.0,1.0,1.0,1.0,1.0,0.0
89,2,6,1.0,1.0,1.5857142857142856,2.0,0.9857142857142858,0.014285714285714285
89,3,9,2.0,2.0,2.3714285714285714,2.0,0.9714285714285714,0.02857142857142857
89,4,10,2.0,2.0,2.6142857142857143,3.0,0.9571428571428572,0.04285714285714286
89,5,12,3.0,3.0,3.2142857142857144,3.0,0.9571428571428572,0.04285714285714286
89,6,15,3.0,4.0,4.257142857142857,4.0,0.9285714285714286,0.07142857142857142
89,7,16,4.0,4.0,4.785714285714286,5.0,0.9142857142857143,0.08571428571428572
89,8,17,4.0,5.0,5.214285714285714,5.75,0.9142857142857143,0.08571428571428572
89,9,18,5.0,5.0,5.828571428571428,6.0,0.9,0.1
89,10,19,10.0,10.0,10.0,10.0,0.0,1.0
90,1,3,1.0,1.0,1.0,1.0,1.0,0.0
90,2,8,2.0,2.0,2.28,2.0,0.9733333333333334,0.02666666666666667
90,3,9,2.0,2.0,2.44,2.5,0.9733333333333334,0.02666666666666667
90,4,12,3.0,3.0,3.5866666666666664,4.0,0.9466666666666667,0.05333333333333334
90,5,13,3.0,4.0,4.16,4.0,0.9066666666666666,0.09333333333333334
90,6,14,4.0,4.0,4.613333333333333,5.0,0.9066666666666666,0.09333333333333334
90,7,15,4.0,5.0,5.0,5.0,0.9066666666666666,0.09333333333333334
90,8,17,5.0,6.0,6.213333333333333,6.0,0.8666666666666667,0.13333333333333333
90,9,18,6.0,6.0,6.933333333333334,7.0,0.8266666666666667,0.17333333333333334
90,10,19,10.0,10.0,10.0,10.0,0.0,1.0
91,1,3,1.0,1.0,1.0,1.0,1.0,0.0
91,2,5,1.0,1.0,1.4776119402985075,1.0,0.9701492537313433,0.029850746268656716
91,3,8,2.0,2.0,2.716417910447761,2.0,0.9253731343283582,0.07462686567164178
91,4,9,2.0,2.0,2.8358208955223883,3.0,0.9253731343283582,0.07462686567164178
91,5,10,2.0,2.0,3.2388059701492535,3.0,0.8805970149253731,0.11940298507462686
91,6,12,3.0,3.0,3.746268656716418,4.0,0.8805970149253731,0.11940298507462686
91,7,14,3.0,3.0,4.447761194029851,4.0,0.8507462686567164,0.14925373134328357
91,8,15,3.0,4.0,4.626865671641791,5.0,0.8507462686567164,0.14925373134328357
91,9,17,4.0,5.0,5.462686567164179,6.0,0.8208955223880597,0.1791044776119403
91,10,19,10.0,10.0,10.0,10.0,0.0,1.0
92,1,3,1.0,1.0,1.0,1.0,1.0,0.0
92,2,6,1.0,2.0,1.6164383561643836,2.0,0.9863013698630136,0.0136986301369863
92,3,9,2.0,2.0,2.493150684931507,2.0,0.958904109589041,0.0410958904109589
92,4,10,2.0,2.0,2.835616438356164,3.0,0.9315068493150684,0.0684931506849315
92,5,12,3.0,3.0,3.3835616438356166,3.0,0.9315068493150684,0.0684931506849315
92,6,15,3.0,4.0,4.383561643835616,5.0,0.9178082191780822,0.0821917808219178
92,7,16,4.0,4.0,5.0,5.0,0.8767123287671232,0.1232876712328767
92,8,17,4.0,5.0,5.438356164383562,6.0,0.8767123287671232,0.1232876712328767
92,9,18,5.0,6.0,6.123287671232877,7.0,0.8356164383561644,0.1643835616438356
92,10,19,10.0,10.0,10.0,10.0,0.0,1.0
93,1,3,1.0,1.0,1.0,1.0,1.0,0.0
93,2,5,1.0,1.0,1.4230769230769231,1.0,0.9743589743589743,0.02564102564102564
93,3,9,2.0,2.0,2.6923076923076925,2.0,0.9358974358974359,0.0641025641025641
93,4,10,2.0,2.0,3.076923076923077,3.0,0.9102564102564102,0.08974358974358974
93,5,12,3.0,3.0,3.6025641025641026,3.75,0.9102564102564102,0.08974358974358974
93,6,13,3.0,3.0,4.3076923076923075,4.0,0.8589743589743589,0.14102564102564102
93,7,15,3.0,4.0,4.871794871794871,5.0,0.8461538461538461,0.15384615384615385
93,8,16,4.0,5.0,5.512820512820513,6.0,0.7948717948717948,0.20512820512820512
93,9,18,5.0,6.0,6.5256410256410255,10.0,0.7307692307692307,0.2692307692307692
93,10,19,10.0,10.0,10.0,10.0,0.0,1.0
94,1,3,1.0,1.0,1.0,1.0,1.0,0.0
94,2,8,2.0,2.0,2.34375,2.0,0.96875,0.03125
94,3,9,2.0,2.0,2.515625,3.0,0.96875,0.03125
94,4,12,3.0,3.0,3.65625,4.0,0.9375,0.0625
94,5,13,3.0,4.0,4.296875,4.0,0.890625,0.109375
94,6,14,4.0,4.0,4.6875,5.0,0.890625,0.109375
94,7,15,4.0,5.0,5.1875,5.0,0.890625,0.109375
94,8,17,5.0,6.0,6.5,7.0,0.828125,0.171875
94,9,18,6.0,7.0,7.3125,9.0,0.765625,0.234375
94,10,19,10.0,10.0,10.0,10.0,0.0,1.0
95,1,3,1.0,1.0,1.0,1.0,1.0,0.0
95,2,5,1.0,1.0,1.5076923076923077,2.0,0.9692307692307692,0.03076923076923077
95,3,6,1.0,2.0,1.876923076923077,2.0,0.9692307692307692,0.03076923076923077
95,4,9,2.0,2.0,2.876923076923077,3.0,0.9230769230769231,0.07692307692307693
95,5,11,3.0,3.0,3.6769230769230767,3.0,0.8923076923076924,0.1076923076923077
95,6,13,3.0,4.0,4.661538461538462,4.0,0.8307692307692308,0.16923076923076924
95,7,14,4.0,4.0,5.061538461538461,5.0,0.8307692307692308,0.16923076923076924
95,8,16,5.0,5.0,6.323076923076923,7.0,0.7692307692307693,0.23076923076923078
95,9,17,5.0,6.0,7.0,10.0,0.7230769230769231,0.27692307692307694
95,10,19,10.0,10.0,10.0,10.0,0.0,1.0
96,1,3,1.0,1.0,1.0,1.0,1.0,0.0
96,2,5,1.0,1.0,1.488888888888889,2.0,0.9777777777777777,0.022222222222222223
96,3,6,1.0,2.0,1.8666666666666667,2.0,0.9777777777777777,0.022222222222222223
96,4,9,2.0,2.0,2.933333333333333,3.0,0.9333333333333333,0.06666666666666667
96,5,11,3.0,3.0,3.8222222222222224,3.0,0.8888888888888888,0.1111111111111111
96,6,13,4.0,4.0,4.733333333333333,4.0,0.8444444444444444,0.15555555555555556
96,7,14,4.0,4.0,5.066666666666666,5.0,0.8444444444444444,0.15555555555555556
96,8,16,5.0,5.0,6.222222222222222,7.0,0.8,0.2
96,9,17,6.0,6.0,6.844444444444444,8.0,0.7777777777777778,0.2222222222222222
96,10,19,10.0,10.0,10.0,10.0,0.0,1.0
97,1,3,1.0,1.0,1.0,1.0,1.0,0.0
97,2,6,1.0,1.0,1.53125,2.0,0.984375,0.015625
97,3,9,2.0,2.0,2.4375,2.0,0.96875,0.03125
97,4,11,2.0,2.0,2.953125,3.0,0.9375,0.0625
97,5,12,2.0,3.0,3.203125,3.0,0.9375,0.0625
97,6,15,3.0,3.5,4.046875,4.0,0.921875,0.078125
97,7,16,4.0,4.0,4.46875,4.0,0.90625,0.09375
97,8,17,4.0,4.0,4.96875,5.0,0.90625,0.09375
97,9,18,5.0,5.0,5.4375,5.25,0.90625,0.09375
97,10,19,10.0,10.0,10.0,10.0,0.0,1.0
98,1,3,1.0,1.0,1.0,1.0,1.0,0.0
98,2,5,1.0,1.0,1.467741935483871,1.0,0.967741935483871,0.03225806451612903
98,3,8,2.0,2.0,2.596774193548387,2.0,0.9354838709677419,0.06451612903225806
98,4,9,2.0,2.0,2.725806451612903,3.0,0.9354838709677419,0.06451612903225806
98,5,12,3.0,3.0,3.8225806451612905,3.75,0.8709677419354839,0.12903225806451613
98,6,13,3.0,3.5,4.467741935483871,4.0,0.8387096774193549,0.16129032258064516
98,7,15,4.0,4.0,5.258064516129032,5.0,0.8064516129032258,0.1935483870967742
98,8,16,4.0,5.0,5.82258064516129,6.0,0.7741935483870968,0.22580645161290322
98,9,18,5.0,7.0,7.016129032258065,10.0,0.6935483870967742,0.3064516129032258
98,10,19,10.0,10.0,10.0,10.0,0.0,1.0
99,1,3,1.0,1.0,1.0,1.0,1.0,0.0
99,2,5,1.0,1.0,1.486842105263158,2.0,0.9736842105263158,0.02631578947368421
99,3,6,1.0,2.0,1.8157894736842106,2.0,0.9736842105263158,0.02631578947368421
99,4,9,2.0,2.0,2.8552631578947367,3.0,0.9342105263157895,0.06578947368421052
99,5,11,2.75,3.0,3.539473684210526,3.0,0.9078947368421053,0.09210526315789473
99,6,13,3.0,4.0,4.315789473684211,4.0,0.881578947368421,0.11842105263157894
99,7,14,3.0,4.0,4.631578947368421,5.0,0.881578947368421,0.11842105263157894
99,8,16,4.0,5.0,5.565789473684211,6.0,0.8552631578947368,0.14473684210526316
99,9,17,4.75,6.0,6.052631578947368,7.0,0.8421052631578947,0.15789473684210525
99,10,19,10.0,10.0,10.0,10.0,0.0,1.0
