h,map,raw_sigma_states,quantized_sigma_states,gvar_max,reduction_absolute,reduction_percent,mean_frobenius_error,rmse_frobenius_error,max_frobenius_error,weighted_mean_frobenius_error,weighted_rmse_frobenius_error
0.1,59,574,55,54,519,90.41811846689896,0.05216697960991923,0.054969462539183445,0.09606159482332158,0.047106719632905476,0.05151724843478327
0.1,60,409,35,34,374,91.44254278728606,0.04345825570176488,0.04588088516443295,0.0784252510356199,0.0380788452870468,0.04184620587346386
0.1,61,462,60,59,402,87.01298701298701,0.05464177188353584,0.05728429292965234,0.09323867223421835,0.046927900942879755,0.05172288738901737
0.1,62,485,51,50,434,89.48453608247422,0.05122479648754278,0.05457435710668745,0.09569550668657337,0.044262926556097947,0.04921241461160226
0.1,63,440,55,54,385,87.5,0.05192036661435707,0.054824447930727875,0.09202586592909628,0.04598159868475013,0.050805120691339155
0.1,64,476,59,58,417,87.60504201680672,0.05519873322442753,0.05765352777329314,0.09202586592909628,0.04976347017358683,0.054164044031933874
0.1,65,535,65,64,470,87.85046728971963,0.05386007836566964,0.05677038964272587,0.09323867223421835,0.04618042377689494,0.05085058003173189
0.1,66,524,63,62,461,87.97709923664122,0.05452738591413133,0.05708002869281442,0.09202586592909628,0.048167847636482186,0.05275251092162895
0.1,67,458,48,47,410,89.51965065502183,0.05232354711574713,0.05532995883766919,0.09323867223421835,0.04514226016686004,0.049794551711568553
0.1,68,452,44,43,408,90.26548672566372,0.04861715696639358,0.0513105217866443,0.09553910194260772,0.042011344988454484,0.0461070829211679
0.1,69,450,55,54,395,87.77777777777777,0.053039929579143594,0.0557463077003511,0.09246842704404569,0.04616987168235495,0.05069238690719817
0.1,70,522,54,53,468,89.65517241379311,0.05079895918959392,0.053877330158247826,0.09553910194260772,0.04309626780165121,0.04766350660091899
0.1,71,439,53,52,386,87.92710706150342,0.05323866575594255,0.05593980616197769,0.09246842704404569,0.04570703801348015,0.05050698349553438
0.1,72,484,54,53,430,88.84297520661157,0.054442170252736115,0.056979866677727246,0.0935574689696124,0.047181210300168676,0.05167240811789718
0.1,73,444,45,44,399,89.86486486486487,0.04957099221140341,0.052385974199138395,0.09202586592909628,0.04311634161693427,0.04758526632389459
0.1,74,576,58,57,518,89.93055555555556,0.053314247748156844,0.055963581442905044,0.09202586592909628,0.04684615583795357,0.05124989183151883
0.1,75,406,50,49,356,87.6847290640394,0.049821762535208605,0.05251391300515801,0.09202586592909628,0.043154726473657444,0.04775042352545061
0.1,76,512,58,57,454,88.671875,0.05358988466348598,0.05640251147583104,0.09202586592909628,0.048397505254947085,0.05329406618465415
0.1,77,463,49,48,414,89.41684665226782,0.05370644409953563,0.05691485247249124,0.09231581662965452,0.0490274427209324,0.054243758452106314
0.1,78,417,38,37,379,90.88729016786571,0.04797203650988786,0.05076501892329964,0.09265500526145362,0.04130797981105334,0.04556339041024061
0.1,79,393,51,50,342,87.02290076335878,0.05406046365330626,0.05661530916238259,0.09202586592909628,0.04616415186136911,0.05101944112344844
0.1,80,493,59,58,434,88.03245436105476,0.053789857667885486,0.056276264366378136,0.09323867223421835,0.04842980767972686,0.05280581030000937
0.1,81,339,46,45,293,86.4306784660767,0.048356891498836,0.05135002936926317,0.09403190947758107,0.041592132369426056,0.046334059987686485
0.1,82,728,65,64,663,91.07142857142857,0.05219272693781488,0.05499479283542206,0.09246842704404569,0.047483232177519014,0.05168979568553462
0.1,83,431,41,40,390,90.48723897911833,0.048056111963221265,0.050684181600388484,0.09606159482332162,0.04096364032168384,0.04509385033547585
0.1,84,397,36,35,361,90.93198992443325,0.047425779097423,0.04968851617626036,0.0931151437737171,0.040647018301190586,0.0448343346677986
0.1,85,416,49,48,367,88.22115384615384,0.050261735753542314,0.05288711149703679,0.09202586592909628,0.043793759293539736,0.048203447980199376
0.1,86,294,47,46,247,84.01360544217687,0.049939836735833625,0.05271138332440908,0.09202586592909628,0.04242073472195326,0.04720572322656979
0.1,87,438,51,50,387,88.35616438356165,0.05170573947165079,0.05450934673318457,0.09202586592909628,0.045212614556745086,0.04989084547020118
0.1,88,448,50,49,398,88.83928571428571,0.047368317123339165,0.05029660108155563,0.09553910194260772,0.041288317016934625,0.04576386179493808
0.1,89,423,52,51,371,87.70685579196217,0.049016515722095734,0.05207584734854112,0.09202586592909628,0.042427289518110686,0.04693959182319393
0.1,90,537,60,59,477,88.8268156424581,0.05357870298347972,0.056124830110520794,0.09202586592909628,0.046852125100918234,0.05119672831284865
0.1,91,419,39,38,380,90.69212410501193,0.04996929672138541,0.05255205647373028,0.09265500526145362,0.04187370458844289,0.04600386594157431
0.1,92,447,45,44,402,89.93288590604027,0.04934805407930803,0.052044102146474404,0.09202586592909628,0.042342615374163395,0.04671106309529853
0.1,93,462,45,44,417,90.25974025974025,0.05233759284780038,0.054919290249951715,0.09265500526145362,0.04452428558830579,0.04906833590037695
0.1,94,372,52,51,320,86.02150537634408,0.05447655593048045,0.05722713939968491,0.09202586592909628,0.04734797034335128,0.05248400233047957
0.1,95,396,59,58,337,85.1010101010101,0.0545022318588319,0.05720834199607077,0.09246842704404569,0.047943934869994105,0.052770315976284926
0.1,96,370,47,46,323,87.29729729729729,0.055280834630801995,0.057779222394737546,0.09550392662084636,0.047769824613608056,0.052870478097355324
0.1,97,435,34,33,401,92.183908045977,0.043832402046884475,0.04630247777685189,0.08945188650889369,0.03914988450502979,0.04287712879633365
0.1,98,363,49,48,314,86.50137741046832,0.05411389787840305,0.0569432816741685,0.09202586592909628,0.04528055550792081,0.0506483961253976
0.1,99,515,56,55,459,89.12621359223301,0.049647913558940736,0.05270173593795359,0.0935574689696124,0.04417648652440812,0.04876156411554915
