model,threshold,total_starts,actual_update_min,actual_update_q1,actual_update_median,actual_update_mean,actual_update_q3,actual_update_max,actual_update_stddev,interval_trigger_count,fallback_count,interval_trigger_fraction,fallback_fraction
35,9,74,2,2.0,2.0,2.824324324324324,3.0,10,1.9820689989088054,69,5,0.9324324324324325,0.06756756756756757
35,10,74,2,2.0,3.0,3.418918918918919,3.0,10,2.3423639985138873,66,8,0.8918918918918919,0.10810810810810811
35,11,74,2,3.0,3.0,3.7027027027027026,3.0,10,2.246497151601768,66,8,0.8918918918918919,0.10810810810810811
35,12,74,2,3.0,3.0,3.9594594594594597,4.0,10,2.1650740527201076,66,8,0.8918918918918919,0.10810810810810811
35,13,74,3,3.0,4.0,4.5,4.0,10,2.2254668505063613,64,10,0.8648648648648649,0.13513513513513514
35,14,74,3,4.0,4.0,4.945945945945946,5.0,10,2.0982096093207003,64,10,0.8648648648648649,0.13513513513513514
35,15,74,3,4.0,5.0,5.54054054054054,6.0,10,2.112953544399142,62,12,0.8378378378378378,0.16216216216216217
35,16,74,4,5.0,5.5,6.3108108108108105,7.0,10,2.098427182411419,58,16,0.7837837837837838,0.21621621621621623
35,17,74,4,5.0,6.0,6.837837837837838,8.0,10,1.910334815899707,58,16,0.7837837837837838,0.21621621621621623
35,18,74,5,6.0,7.0,7.5,9.0,10,1.7025418199411868,56,18,0.7567567567567568,0.24324324324324326
35,19,74,10,10.0,10.0,10.0,10.0,10,0.0,0,74,0.0,1.0
36,1,70,1,1.0,1.0,1.0,1.0,1,0.0,70,0,1.0,0.0
36,2,70,1,1.0,1.0,1.0,1.0,1,0.0,70,0,1.0,0.0
36,3,70,1,1.0,1.0,1.0,1.0,1,0.0,70,0,1.0,0.0
36,4,70,1,1.0,1.0,1.1571428571428573,1.0,10,1.0775065698933188,69,1,0.9857142857142858,0.014285714285714285
36,5,70,1,1.0,1.0,1.3142857142857143,1.0,10,1.1153840740538934,69,1,0.9857142857142858,0.014285714285714285
36,6,70,1,1.0,2.0,1.6571428571428573,2.0,10,1.1197667395580244,69,1,0.9857142857142858,0.014285714285714285
36,7,70,2,2.0,2.0,2.242857142857143,2.0,10,1.3356187895580116,68,2,0.9714285714285714,0.02857142857142857
36,8,70,2,2.0,2.0,2.3142857142857145,2.0,10,1.3474086997201824,68,2,0.9714285714285714,0.02857142857142857
36,9,70,2,2.0,2.0,2.4285714285714284,2.0,10,1.3582702084576814,68,2,0.9714285714285714,0.02857142857142857
36,10,70,2,2.0,2.0,2.742857142857143,3.0,10,1.627317813245502,67,3,0.9571428571428572,0.04285714285714286
36,11,70,2,2.0,3.0,3.085714285714286,3.0,10,1.5742831215949613,67,3,0.9571428571428572,0.04285714285714286
36,12,70,2,3.0,3.0,3.3285714285714287,3.0,10,1.5092233439888267,67,3,0.9571428571428572,0.04285714285714286
36,13,70,3,3.0,3.0,3.9571428571428573,4.0,10,1.9081458036961603,64,6,0.9142857142857143,0.08571428571428572
36,14,70,3,3.0,4.0,4.3,4.0,10,1.87730810318544,64,6,0.9142857142857143,0.08571428571428572
36,15,70,3,4.0,4.0,4.614285714285714,5.0,10,1.8306349963321247,64,6,0.9142857142857143,0.08571428571428572
36,16,70,3,4.0,5.0,5.257142857142857,5.0,10,1.968942531888006,61,9,0.8714285714285714,0.12857142857142856
36,17,70,4,5.0,5.0,5.714285714285714,6.0,10,1.8294640678379568,61,9,0.8714285714285714,0.12857142857142856
36,18,70,4,5.0,6.0,6.3428571428571425,7.0,10,1.6977776590566376,60,10,0.8571428571428571,0.14285714285714285
36,19,70,10,10.0,10.0,10.0,10.0,10,0.0,0,70,0.0,1.0
37,1,67,1,1.0,1.0,1.0,1.0,1,0.0,67,0,1.0,0.0
37,2,67,1,1.0,1.0,1.0,1.0,1,0.0,67,0,1.0,0.0
37,3,67,1,1.0,1.0,1.0,1.0,1,0.0,67,0,1.0,0.0
37,4,67,1,1.0,1.0,1.1492537313432836,1.0,10,1.0961769568345399,66,1,0.9850746268656716,0.014925373134328358
37,5,67,1,1.0,1.0,1.2835820895522387,1.0,10,1.1303938047021784,66,1,0.9850746268656716,0.014925373134328358
37,6,67,1,1.0,1.0,1.5671641791044777,2.0,10,1.1489629405324018,66,1,0.9850746268656716,0.014925373134328358
37,7,67,2,2.0,2.0,2.373134328358209,2.0,10,1.6557076396290626,64,3,0.9552238805970149,0.04477611940298507
37,8,67,2,2.0,2.0,2.4328358208955225,2.0,10,1.6592021153591823,64,3,0.9552238805970149,0.04477611940298507
37,9,67,2,2.0,2.0,2.5671641791044775,2.5,10,1.6592021153591825,64,3,0.9552238805970149,0.04477611940298507
37,10,67,2,2.0,2.0,2.8955223880597014,3.0,10,2.0670429405688435,62,5,0.9253731343283582,0.07462686567164178
37,11,67,2,2.0,3.0,3.208955223880597,3.0,10,2.026225911826293,62,5,0.9253731343283582,0.07462686567164178
37,12,67,2,3.0,3.0,3.4477611940298507,3.0,10,1.956875228365268,62,5,0.9253731343283582,0.07462686567164178
37,13,67,3,3.0,3.0,4.059701492537314,4.0,10,2.225232485019449,59,8,0.8805970149253731,0.11940298507462686
37,14,67,3,3.0,3.0,4.253731343283582,4.0,10,2.194588212025409,59,8,0.8805970149253731,0.11940298507462686
37,15,67,3,3.0,4.0,4.582089552238806,5.0,10,2.1520504192294774,59,8,0.8805970149253731,0.11940298507462686
37,16,67,3,4.0,4.0,5.104477611940299,6.0,10,2.246950360186127,57,10,0.8507462686567164,0.14925373134328357
37,17,67,3,4.0,5.0,5.656716417910448,6.0,10,2.168652093964319,56,11,0.835820895522388,0.16417910447761194
37,18,67,4,5.0,6.0,6.298507462686567,7.0,10,2.1231835106965113,54,13,0.8059701492537313,0.19402985074626866
37,19,67,10,10.0,10.0,10.0,10.0,10,0.0,0,67,0.0,1.0
38,1,70,1,1.0,1.0,1.0,1.0,1,0.0,70,0,1.0,0.0
38,2,70,1,1.0,1.0,1.0,1.0,1,0.0,70,0,1.0,0.0
38,3,70,1,1.0,1.0,1.0,1.0,1,0.0,70,0,1.0,0.0
38,4,70,1,1.0,1.0,1.2857142857142858,1.0,10,1.5037368419360875,68,2,0.9714285714285714,0.02857142857142857
38,5,70,1,1.0,1.0,1.457142857142857,1.0,10,1.5183234577813054,68,2,0.9714285714285714,0.02857142857142857
38,6,70,1,1.0,2.0,1.8285714285714285,2.0,10,1.4829644882698263,68,2,0.9714285714285714,0.02857142857142857
38,7,70,2,2.0,2.0,2.585714285714286,2.0,10,2.059770147668057,65,5,0.9285714285714286,0.07142857142857142
38,8,70,2,2.0,2.0,2.6857142857142855,2.0,10,2.0531707683681923,65,5,0.9285714285714286,0.07142857142857142
38,9,70,2,2.0,2.0,2.842857142857143,3.0,10,2.032842586033615,65,5,0.9285714285714286,0.07142857142857142
38,10,70,2,2.0,3.0,3.357142857142857,3.0,10,2.4438594435015766,62,8,0.8857142857142857,0.11428571428571428
38,11,70,2,3.0,3.0,3.7,3.0,10,2.33819221988759,62,8,0.8857142857142857,0.11428571428571428
38,12,70,2,3.0,3.0,3.942857142857143,4.0,10,2.2417194566780605,62,8,0.8857142857142857,0.11428571428571428
38,13,70,3,3.0,3.0,4.4714285714285715,4.0,10,2.4478645420706044,59,11,0.8428571428571429,0.15714285714285714
38,14,70,3,3.0,4.0,4.785714285714286,5.0,10,2.359738830239223,59,11,0.8428571428571429,0.15714285714285714
38,15,70,3,4.0,4.0,5.085714285714285,5.0,10,2.2787393578960473,59,11,0.8428571428571429,0.15714285714285714
38,16,70,3,4.0,5.0,5.642857142857143,6.0,10,2.261704251764359,57,13,0.8142857142857143,0.18571428571428572
38,17,70,4,4.25,6.0,6.1571428571428575,7.0,10,2.1019427359721585,57,13,0.8142857142857143,0.18571428571428572
38,18,70,4,5.0,6.0,6.728571428571429,8.0,10,1.9706520209704965,56,14,0.8,0.2
38,19,70,10,10.0,10.0,10.0,10.0,10,0.0,0,70,0.0,1.0
39,1,54,1,1.0,1.0,1.0,1.0,1,0.0,54,0,1.0,0.0
39,2,54,1,1.0,1.0,1.0,1.0,1,0.0,54,0,1.0,0.0
39,3,54,1,1.0,1.0,1.0,1.0,1,0.0,54,0,1.0,0.0
39,4,54,1,1.0,1.0,1.3518518518518519,1.0,10,1.7013873141842046,52,2,0.9629629629629629,0.037037037037037035
39,5,54,1,1.0,1.0,1.537037037037037,1.0,10,1.7074234754606674,52,2,0.9629629629629629,0.037037037037037035
39,6,54,1,1.0,2.0,1.9259259259259258,2.0,10,1.6538602638345263,52,2,0.9629629629629629,0.037037037037037035
39,7,54,2,2.0,2.0,2.5925925925925926,2.0,10,2.0951312035156966,50,4,0.9259259259259259,0.07407407407407407
39,8,54,2,2.0,2.0,2.6666666666666665,2.0,10,2.09054308024742,50,4,0.9259259259259259,0.07407407407407407
39,9,54,2,2.0,2.0,2.8703703703703702,3.0,10,2.064212667556292,50,4,0.9259259259259259,0.07407407407407407
39,10,54,2,2.0,3.0,3.3518518518518516,3.0,10,2.397200584998843,48,6,0.8888888888888888,0.1111111111111111
39,11,54,2,3.0,3.0,3.7222222222222223,3.0,10,2.2641870969238704,48,6,0.8888888888888888,0.1111111111111111
39,12,54,2,3.0,3.0,4.0,4.0,10,2.1773242158072694,48,6,0.8888888888888888,0.1111111111111111
39,13,54,3,3.0,4.0,4.574074074074074,4.0,10,2.306206214895828,46,8,0.8518518518518519,0.14814814814814814
39,14,54,3,4.0,4.0,4.962962962962963,5.0,10,2.1684860990080663,46,8,0.8518518518518519,0.14814814814814814
39,15,54,3,4.0,5.0,5.407407407407407,5.0,10,2.004795348551757,46,8,0.8518518518518519,0.14814814814814814
39,16,54,4,5.0,5.0,6.2592592592592595,6.75,10,2.0921828507405333,42,12,0.7777777777777778,0.2222222222222222
39,17,54,4,5.25,6.0,6.925925925925926,9.5,10,1.9517499446304292,40,14,0.7407407407407407,0.25925925925925924
39,18,54,5,6.0,7.0,7.685185185185185,10.0,10,1.803536382839272,36,18,0.6666666666666666,0.3333333333333333
39,19,54,10,10.0,10.0,10.0,10.0,10,0.0,0,54,0.0,1.0
40,1,54,1,1.0,1.0,1.0,1.0,1,0.0,54,0,1.0,0.0
40,2,54,1,1.0,1.0,1.0,1.0,1,0.0,54,0,1.0,0.0
40,3,54,1,1.0,1.0,1.0,1.0,1,0.0,54,0,1.0,0.0
40,4,54,1,1.0,1.0,1.1851851851851851,1.0,10,1.2182877187702612,53,1,0.9814814814814815,0.018518518518518517
40,5,54,1,1.0,1.0,1.3333333333333333,1.0,10,1.247219128924647,53,1,0.9814814814814815,0.018518518518518517
40,6,54,1,1.0,1.5,1.6481481481481481,2.0,10,1.2495541042842473,53,1,0.9814814814814815,0.018518518518518517
40,7,54,2,2.0,2.0,2.314814814814815,2.0,10,1.5132020754882682,52,2,0.9629629629629629,0.037037037037037035
40,8,54,2,2.0,2.0,2.425925925925926,2.0,10,1.522690745234942,52,2,0.9629629629629629,0.037037037037037035
40,9,54,2,2.0,2.0,2.611111111111111,3.0,10,1.5204369092671122,52,2,0.9629629629629629,0.037037037037037035
40,10,54,2,2.0,2.0,2.9814814814814814,3.0,10,2.050209932708254,50,4,0.9259259259259259,0.07407407407407407
40,11,54,2,2.0,3.0,3.3518518518518516,3.0,10,1.9828655602193455,50,4,0.9259259259259259,0.07407407407407407
40,12,54,2,3.0,3.0,3.7222222222222223,4.0,10,1.8400550179643549,50,4,0.9259259259259259,0.07407407407407407
40,13,54,3,3.0,4.0,4.351851851851852,4.0,10,2.237371203885947,47,7,0.8703703703703703,0.12962962962962962
40,14,54,3,3.25,4.0,4.666666666666667,5.0,10,2.151657414559676,47,7,0.8703703703703703,0.12962962962962962
40,15,54,3,4.0,4.0,5.055555555555555,5.0,10,2.031389477642469,47,7,0.8703703703703703,0.12962962962962962
40,16,54,4,4.0,5.0,5.62962962962963,5.75,10,2.0574732462712815,45,9,0.8333333333333334,0.16666666666666666
40,17,54,4,5.0,5.5,6.074074074074074,6.0,10,1.9134209411984429,45,9,0.8333333333333334,0.16666666666666666
40,18,54,5,5.0,6.0,6.7407407407407405,7.0,10,1.796964366030845,43,11,0.7962962962962963,0.2037037037037037
40,19,54,10,10.0,10.0,10.0,10.0,10,0.0,0,54,0.0,1.0
41,1,69,1,1.0,1.0,1.0,1.0,1,0.0,69,0,1.0,0.0
41,2,69,1,1.0,1.0,1.0,1.0,1,0.0,69,0,1.0,0.0
41,3,69,1,1.0,1.0,1.0,1.0,1,0.0,69,0,1.0,0.0
41,4,69,1,1.0,1.0,1.2753623188405796,1.0,10,1.5121158797997094,67,2,0.9710144927536232,0.028985507246376812
41,5,69,1,1.0,1.0,1.4492753623188406,1.0,10,1.5278689514717045,67,2,0.9710144927536232,0.028985507246376812
41,6,69,1,1.0,2.0,1.826086956521739,2.0,10,1.4935273075928408,67,2,0.9710144927536232,0.028985507246376812
41,7,69,2,2.0,2.0,2.463768115942029,2.0,10,1.8695090430837216,65,4,0.9420289855072463,0.057971014492753624
41,8,69,2,2.0,2.0,2.536231884057971,2.0,10,1.8695090430837218,65,4,0.9420289855072463,0.057971014492753624
41,9,69,2,2.0,2.0,2.681159420289855,3.0,10,1.861063694781682,65,4,0.9420289855072463,0.057971014492753624
41,10,69,2,2.0,2.0,3.1884057971014492,3.0,10,2.3360772416183018,62,7,0.8985507246376812,0.10144927536231885
41,11,69,2,3.0,3.0,3.5217391304347827,3.0,10,2.2367723618226636,62,7,0.8985507246376812,0.10144927536231885
41,12,69,2,3.0,3.0,3.7971014492753623,4.0,10,2.1574253989482197,62,7,0.8985507246376812,0.10144927536231885
41,13,69,3,3.0,4.0,4.420289855072464,4.0,10,2.343079833123454,59,10,0.855072463768116,0.14492753623188406
41,14,69,3,3.0,4.0,4.753623188405797,5.0,10,2.2612411437498072,59,10,0.855072463768116,0.14492753623188406
41,15,69,3,4.0,5.0,5.231884057971015,5.0,10,2.240244083079975,58,11,0.8405797101449275,0.15942028985507245
41,16,69,3,4.0,5.0,5.884057971014493,7.0,10,2.362363296460866,54,15,0.782608695652174,0.21739130434782608
41,17,69,3,5.0,6.0,6.420289855072464,7.0,10,2.1896051996825343,53,16,0.7681159420289855,0.2318840579710145
41,18,69,4,5.0,6.0,6.9855072463768115,10.0,10,2.1161405505442294,50,19,0.7246376811594203,0.2753623188405797
41,19,69,10,10.0,10.0,10.0,10.0,10,0.0,0,69,0.0,1.0
42,1,53,1,1.0,1.0,1.0,1.0,1,0.0,53,0,1.0,0.0
42,2,53,1,1.0,1.0,1.0,1.0,1,0.0,53,0,1.0,0.0
42,3,53,1,1.0,1.0,1.0,1.0,1,0.0,53,0,1.0,0.0
42,4,53,1,1.0,1.0,1.1886792452830188,1.0,10,1.229459211897729,52,1,0.9811320754716981,0.018867924528301886
42,5,53,1,1.0,1.0,1.3773584905660377,1.0,10,1.2623191459379417,52,1,0.9811320754716981,0.018867924528301886
42,6,53,1,1.0,2.0,1.6981132075471699,2.0,10,1.2526937866187042,52,1,0.9811320754716981,0.018867924528301886
42,7,53,2,2.0,2.0,2.4716981132075473,2.0,10,1.849056603773585,50,3,0.9433962264150944,0.05660377358490566
42,8,53,2,2.0,2.0,2.509433962264151,2.0,10,1.8492491235933346,50,3,0.9433962264150944,0.05660377358490566
42,9,53,2,2.0,2.0,2.6226415094339623,2.0,10,1.8452019891920983,50,3,0.9433962264150944,0.05660377358490566
42,10,53,2,2.0,2.0,2.8679245283018866,3.0,10,2.083517851090664,49,4,0.9245283018867925,0.07547169811320754
42,11,53,2,2.0,3.0,3.207547169811321,3.0,10,2.012775147636919,49,4,0.9245283018867925,0.07547169811320754
42,12,53,2,3.0,3.0,3.509433962264151,3.0,10,1.8995793130042595,49,4,0.9245283018867925,0.07547169811320754
42,13,53,3,3.0,3.0,3.8867924528301887,4.0,10,2.015603073369606,48,5,0.9056603773584906,0.09433962264150944
42,14,53,3,3.0,3.0,4.09433962264151,4.0,10,2.002490439459864,48,5,0.9056603773584906,0.09433962264150944
42,15,53,3,3.0,4.0,4.509433962264151,5.0,10,1.929147250357926,48,5,0.9056603773584906,0.09433962264150944
42,16,53,3,4.0,4.0,5.0754716981132075,5.0,10,1.881880398459122,47,6,0.8867924528301887,0.11320754716981132
42,17,53,4,4.0,5.0,5.547169811320755,6.0,10,1.7757914816381046,47,6,0.8867924528301887,0.11320754716981132
42,18,53,4,5.0,6.0,6.264150943396227,7.0,10,1.6385790369203919,46,7,0.8679245283018868,0.1320754716981132
42,19,53,10,10.0,10.0,10.0,10.0,10,0.0,0,53,0.0,1.0
43,1,74,1,1.0,1.0,1.0,1.0,1,0.0,74,0,1.0,0.0
43,2,74,1,1.0,1.0,1.0,1.0,1,0.0,74,0,1.0,0.0
43,3,74,1,1.0,1.0,1.0,1.0,1,0.0,74,0,1.0,0.0
43,4,74,1,1.0,1.0,1.1486486486486487,1.0,10,1.0485824721387214,73,1,0.9864864864864865,0.013513513513513514
43,5,74,1,1.0,1.0,1.3108108108108107,1.0,10,1.0895780943406077,73,1,0.9864864864864865,0.013513513513513514
43,6,74,1,1.0,2.0,1.6216216216216217,2.0,10,1.0991729409547435,73,1,0.9864864864864865,0.013513513513513514
43,7,74,2,2.0,2.0,2.22972972972973,2.0,10,1.3001797931522965,72,2,0.972972972972973,0.02702702702702703
43,8,74,2,2.0,2.0,2.2837837837837838,2.0,10,1.3102534340190282,72,2,0.972972972972973,0.02702702702702703
43,9,74,2,2.0,2.0,2.391891891891892,2.0,10,1.3235656955643718,72,2,0.972972972972973,0.02702702702702703
43,10,74,2,2.0,2.0,2.7027027027027026,3.0,10,1.7988714910587824,70,4,0.9459459459459459,0.05405405405405406
43,11,74,2,2.0,3.0,3.0,3.0,10,1.7629827305189656,70,4,0.9459459459459459,0.05405405405405406
43,12,74,2,3.0,3.0,3.22972972972973,3.0,10,1.7128078519684546,70,4,0.9459459459459459,0.05405405405405406
43,13,74,3,3.0,3.0,3.7837837837837838,4.0,10,1.890733235934346,68,6,0.918918918918919,0.08108108108108109
43,14,74,3,3.0,3.0,4.0,4.0,10,1.8816324137675084,68,6,0.918918918918919,0.08108108108108109
43,15,74,3,3.0,4.0,4.243243243243243,5.0,10,1.8802732033433607,68,6,0.918918918918919,0.08108108108108109
43,16,74,3,4.0,4.0,4.783783783783784,5.0,10,1.995063300968711,66,8,0.8918918918918919,0.10810810810810811
43,17,74,3,4.0,4.0,5.135135135135135,6.0,10,2.035657303529789,65,9,0.8783783783783784,0.12162162162162163
43,18,74,4,4.0,5.0,5.72972972972973,6.0,10,1.9748232715817908,63,11,0.8513513513513513,0.14864864864864866
43,19,74,10,10.0,10.0,10.0,10.0,10,0.0,0,74,0.0,1.0
44,1,77,1,1.0,1.0,1.0,1.0,1,0.0,77,0,1.0,0.0
44,2,77,1,1.0,1.0,1.0,1.0,1,0.0,77,0,1.0,0.0
44,3,77,1,1.0,1.0,1.0,1.0,1,0.0,77,0,1.0,0.0
44,4,77,1,1.0,1.0,1.1428571428571428,1.0,10,1.0283549555755405,76,1,0.987012987012987,0.012987012987012988
44,5,77,1,1.0,1.0,1.2597402597402598,1.0,10,1.0617627758945296,76,1,0.987012987012987,0.012987012987012988
44,6,77,1,1.0,1.0,1.5324675324675325,2.0,10,1.0881226008131644,76,1,0.987012987012987,0.012987012987012988
44,7,77,2,2.0,2.0,2.220779220779221,2.0,10,1.2753749295782772,75,2,0.974025974025974,0.025974025974025976
44,8,77,2,2.0,2.0,2.2857142857142856,2.0,10,1.2878769689681215,75,2,0.974025974025974,0.025974025974025976
44,9,77,2,2.0,2.0,2.3896103896103895,2.0,10,1.300907217469211,75,2,0.974025974025974,0.025974025974025976
44,10,77,2,2.0,2.0,2.675324675324675,3.0,10,1.7687148349333215,73,4,0.948051948051948,0.05194805194805195
44,11,77,2,2.0,3.0,2.935064935064935,3.0,10,1.7457753261201543,73,4,0.948051948051948,0.05194805194805195
44,12,77,2,3.0,3.0,3.272727272727273,3.0,10,1.6720495521486838,73,4,0.948051948051948,0.05194805194805195
44,13,77,3,3.0,3.0,3.7012987012987013,4.0,10,1.7136952938396557,72,5,0.935064935064935,0.06493506493506493
44,14,77,3,3.0,3.0,3.896103896103896,4.0,10,1.7251720455097217,72,5,0.935064935064935,0.06493506493506493
44,15,77,3,3.0,4.0,4.207792207792208,4.0,10,1.7308331627692715,72,5,0.935064935064935,0.06493506493506493
44,16,77,3,4.0,4.0,4.805194805194805,5.0,10,1.851913443876192,70,7,0.9090909090909091,0.09090909090909091
44,17,77,3,4.0,5.0,5.246753246753247,6.0,10,1.8029978222130616,70,7,0.9090909090909091,0.09090909090909091
44,18,77,4,5.0,5.0,5.87012987012987,6.0,10,1.7971886367659802,68,9,0.8831168831168831,0.11688311688311688
44,19,77,10,10.0,10.0,10.0,10.0,10,0.0,0,77,0.0,1.0
45,1,75,1,1.0,1.0,1.0,1.0,1,0.0,75,0,1.0,0.0
45,2,75,1,1.0,1.0,1.0,1.0,1,0.0,75,0,1.0,0.0
45,3,75,1,1.0,1.0,1.0,1.0,1,0.0,75,0,1.0,0.0
45,4,75,1,1.0,1.0,1.12,1.0,10,1.0322790320451152,74,1,0.9866666666666667,0.013333333333333334
45,5,75,1,1.0,1.0,1.2533333333333334,1.0,10,1.0719867329195616,74,1,0.9866666666666667,0.013333333333333334
45,6,75,1,1.0,1.0,1.6,2.0,10,1.0954451150103321,74,1,0.9866666666666667,0.013333333333333334
45,7,75,2,2.0,2.0,2.32,2.0,10,1.5676734353812338,72,3,0.96,0.04
45,8,75,2,2.0,2.0,2.36,2.0,10,1.5717506163510802,72,3,0.96,0.04
45,9,75,2,2.0,2.0,2.493333333333333,2.0,10,1.5779593009819852,72,3,0.96,0.04
45,10,75,2,2.0,2.0,2.84,3.0,10,1.966655367199178,70,5,0.9333333333333333,0.06666666666666667
45,11,75,2,2.0,3.0,3.16,3.0,10,1.9046609497055724,70,5,0.9333333333333333,0.06666666666666667
45,12,75,2,3.0,3.0,3.4,3.0,10,1.8257418583505536,70,5,0.9333333333333333,0.06666666666666667
45,13,75,3,3.0,3.0,3.9466666666666668,4.0,10,2.1284945122994534,67,8,0.8933333333333333,0.10666666666666667
45,14,75,3,3.0,4.0,4.24,4.0,10,2.077434315046647,67,8,0.8933333333333333,0.10666666666666667
45,15,75,3,3.0,4.0,4.533333333333333,4.0,10,2.0088692231092486,67,8,0.8933333333333333,0.10666666666666667
45,16,75,3,4.0,4.0,5.013333333333334,5.0,10,2.081623298187152,65,10,0.8666666666666667,0.13333333333333333
45,17,75,4,4.0,5.0,5.413333333333333,6.0,10,1.9465753403235013,65,10,0.8666666666666667,0.13333333333333333
45,18,75,4,5.0,5.0,5.96,6.0,10,1.8362280177944494,64,11,0.8533333333333334,0.14666666666666667
45,19,75,10,10.0,10.0,10.0,10.0,10,0.0,0,75,0.0,1.0
46,1,74,1,1.0,1.0,1.0,1.0,1,0.0,74,0,1.0,0.0
46,2,74,1,1.0,1.0,1.0,1.0,1,0.0,74,0,1.0,0.0
46,3,74,1,1.0,1.0,1.0,1.0,1,0.0,74,0,1.0,0.0
46,4,74,1,1.0,1.0,1.2567567567567568,1.0,10,1.4617724414430773,72,2,0.972972972972973,0.02702702702702703
46,5,74,1,1.0,1.0,1.472972972972973,1.75,10,1.4816259601383968,72,2,0.972972972972973,0.02702702702702703
46,6,74,1,1.0,2.0,1.8513513513513513,2.0,10,1.4396173706403814,72,2,0.972972972972973,0.02702702702702703
46,7,74,2,2.0,2.0,2.554054054054054,2.0,10,2.007700660712175,69,5,0.9324324324324325,0.06756756756756757
46,8,74,2,2.0,2.0,2.635135135135135,2.0,10,2.0038768123404673,69,5,0.9324324324324325,0.06756756756756757
46,9,74,2,2.0,2.0,2.8513513513513513,3.0,10,1.97745695571038,69,5,0.9324324324324325,0.06756756756756757
46,10,74,2,2.0,3.0,3.4054054054054053,3.0,10,2.341857191614537,66,8,0.8918918918918919,0.10810810810810811
46,11,74,2,3.0,3.0,3.689189189189189,3.0,10,2.2656403884140253,66,8,0.8918918918918919,0.10810810810810811
46,12,74,2,3.0,3.0,3.9594594594594597,4.0,10,2.171306675895622,66,8,0.8918918918918919,0.10810810810810811
46,13,74,3,3.0,4.0,4.5,4.0,10,2.3437668918310206,63,11,0.8513513513513513,0.14864864864864866
46,14,74,3,4.0,4.0,4.864864864864865,5.0,10,2.219838832257413,63,11,0.8513513513513513,0.14864864864864866
46,15,74,3,4.0,5.0,5.405405405405405,5.0,10,2.1429893172913475,62,12,0.8378378378378378,0.16216216216216217
46,16,74,3,5.0,5.0,6.135135135135135,6.75,10,2.1643569941104244,58,16,0.7837837837837838,0.21621621621621623
46,17,74,4,5.0,6.0,6.72972972972973,7.75,10,1.974823271581791,57,17,0.7702702702702703,0.22972972972972974
46,18,74,4,6.0,7.0,7.405405405405405,10.0,10,1.8077828657503399,54,20,0.7297297297297297,0.2702702702702703
46,19,74,10,10.0,10.0,10.0,10.0,10,0.0,0,74,0.0,1.0
47,1,75,1,1.0,1.0,1.0,1.0,1,0.0,75,0,1.0,0.0
47,2,75,1,1.0,1.0,1.0,1.0,1,0.0,75,0,1.0,0.0
47,3,75,1,1.0,1.0,1.0,1.0,1,0.0,75,0,1.0,0.0
47,4,75,1,1.0,1.0,1.2533333333333334,1.0,10,1.4522932057802773,73,2,0.9733333333333334,0.02666666666666667
47,5,75,1,1.0,1.0,1.44,1.0,10,1.4718695594379279,73,2,0.9733333333333334,0.02666666666666667
47,6,75,1,1.0,2.0,1.76,2.0,10,1.4499655168313486,73,2,0.9733333333333334,0.02666666666666667
47,7,75,2,2.0,2.0,2.44,2.0,10,1.7980730426394438,71,4,0.9466666666666667,0.05333333333333334
47,8,75,2,2.0,2.0,2.493333333333333,2.0,10,1.79906148372484,71,4,0.9466666666666667,0.05333333333333334
47,9,75,2,2.0,2.0,2.6266666666666665,2.5,10,1.7946092115617323,71,4,0.9466666666666667,0.05333333333333334
47,10,75,2,2.0,2.0,2.9466666666666668,3.0,10,1.9588658850354086,70,5,0.9333333333333333,0.06666666666666667
47,11,75,2,2.0,3.0,3.2,3.0,10,1.9113694915775268,70,5,0.9333333333333333,0.06666666666666667
47,12,75,2,3.0,3.0,3.466666666666667,3.0,10,1.8281745601069452,70,5,0.9333333333333333,0.06666666666666667
47,13,75,3,3.0,3.0,3.9066666666666667,4.0,10,1.8702822128105576,69,6,0.92,0.08
47,14,75,3,3.0,4.0,4.1866666666666665,4.5,10,1.8668571331399615,69,6,0.92,0.08
47,15,75,3,3.0,4.0,4.613333333333333,5.0,10,1.938338349090673,68,7,0.9066666666666666,0.09333333333333334
47,16,75,3,4.0,4.0,5.133333333333334,6.0,10,1.892675942210452,67,8,0.8933333333333333,0.10666666666666667
47,17,75,4,4.0,5.0,5.64,6.0,10,1.9365949499056327,65,10,0.8666666666666667,0.13333333333333333
47,18,75,4,5.0,6.0,6.24,7.0,10,1.79510445378535,64,11,0.8533333333333334,0.14666666666666667
47,19,75,10,10.0,10.0,10.0,10.0,10,0.0,0,75,0.0,1.0
48,1,78,1,1.0,1.0,1.0,1.0,1,0.0,78,0,1.0,0.0
48,2,78,1,1.0,1.0,1.0,1.0,1,0.0,78,0,1.0,0.0
48,3,78,1,1.0,1.0,1.0,1.0,1,0.0,78,0,1.0,0.0
48,4,78,1,1.0,1.0,1.141025641025641,1.0,10,1.0218680603071373,77,1,0.9871794871794872,0.01282051282051282
48,5,78,1,1.0,1.0,1.294871794871795,1.0,10,1.0634845285841275,77,1,0.9871794871794872,0.01282051282051282
48,6,78,1,1.0,2.0,1.7307692307692308,2.0,10,1.0582166532459696,77,1,0.9871794871794872,0.01282051282051282
48,7,78,2,2.0,2.0,2.230769230769231,2.0,10,1.2702016488718806,76,2,0.9743589743589743,0.02564102564102564
