model,group,actual_update_median,actual_update_q3,mean_fallback_fraction,minimum_fallback_fraction,maximum_fallback_fraction,fallback_tolerance,thresholds,minimum_threshold,maximum_threshold
47,11,4.0,6.0,0.10666666666666667,0.10666666666666667,0.10666666666666667,0.02,16,16,16
47,12,5.0,6.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.02,17,17,17
47,13,6.0,7.0,0.14666666666666667,0.14666666666666667,0.14666666666666667,0.02,18,18,18
47,14,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
48,1,1.0,1.0,0.005128205128205128,0.0,0.01282051282051282,0.02,"1,2,3,4,5",1,5
48,2,2.0,2.0,0.021367521367521364,0.01282051282051282,0.02564102564102564,0.02,"6,7,8",6,8
48,3,2.0,3.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02,9,9,9
48,4,3.0,3.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.02,"10,11",10,11
48,5,3.0,4.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.02,12,12,12
48,6,4.0,4.0,0.08974358974358974,0.08974358974358974,0.08974358974358974,0.02,13,13,13
48,7,4.0,5.0,0.08974358974358974,0.08974358974358974,0.08974358974358974,0.02,14,14,14
48,8,5.0,5.0,0.08974358974358974,0.08974358974358974,0.08974358974358974,0.02,15,15,15
48,9,5.0,6.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.02,16,16,16
48,10,6.0,7.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.02,17,17,17
48,11,7.0,8.0,0.21794871794871795,0.21794871794871795,0.21794871794871795,0.02,18,18,18
48,12,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
49,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
49,2,1.0,1.0,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.02,"4,5",4,5
49,3,1.0,2.0,0.025974025974025976,0.025974025974025976,0.025974025974025976,0.02,6,6,6
49,4,2.0,2.0,0.051948051948051945,0.05194805194805195,0.05194805194805195,0.02,"7,8,9",7,9
49,5,2.0,3.0,0.07792207792207792,0.07792207792207792,0.07792207792207792,0.02,10,10,10
49,6,3.0,3.0,0.07792207792207792,0.07792207792207792,0.07792207792207792,0.02,"11,12",11,12
49,7,3.0,4.0,0.1038961038961039,0.1038961038961039,0.1038961038961039,0.02,"13,14",13,14
49,8,4.0,5.0,0.1038961038961039,0.1038961038961039,0.1038961038961039,0.02,15,15,15
49,9,4.0,5.0,0.15584415584415584,0.15584415584415584,0.15584415584415584,0.02,16,16,16
49,10,5.0,6.0,0.17532467532467533,0.16883116883116883,0.18181818181818182,0.02,"17,18",17,18
49,11,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
50,1,1.0,1.0,0.005970149253731343,0.0,0.014925373134328358,0.02,"1,2,3,4,5",1,5
50,2,2.0,2.0,0.02487562189054726,0.014925373134328358,0.029850746268656716,0.02,"6,7,8",6,8
50,3,2.0,2.5,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.02,9,9,9
50,4,2.0,3.0,0.05970149253731343,0.05970149253731343,0.05970149253731343,0.02,10,10,10
50,5,3.0,3.0,0.05970149253731343,0.05970149253731343,0.05970149253731343,0.02,"11,12",11,12
50,6,3.0,4.0,0.08955223880597014,0.08955223880597014,0.08955223880597014,0.02,13,13,13
50,7,4.0,4.0,0.08955223880597014,0.08955223880597014,0.08955223880597014,0.02,14,14,14
50,8,4.0,5.0,0.08955223880597014,0.08955223880597014,0.08955223880597014,0.02,15,15,15
50,9,5.0,6.0,0.13432835820895522,0.13432835820895522,0.13432835820895522,0.02,"16,17",16,17
50,10,6.0,7.0,0.16417910447761194,0.16417910447761194,0.16417910447761194,0.02,18,18,18
50,11,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
51,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
51,2,1.0,1.0,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.02,"4,5",4,5
51,3,2.0,2.0,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.02,6,6,6
51,4,2.0,2.0,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.02,"7,8",7,8
51,5,2.0,3.0,0.0547945205479452,0.0547945205479452,0.0547945205479452,0.02,9,9,9
51,6,3.0,3.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.02,"10,11",10,11
51,7,3.0,4.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.02,12,12,12
51,8,4.0,4.0,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.02,13,13,13
51,9,4.0,5.0,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.02,14,14,14
51,10,5.0,5.0,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.02,15,15,15
51,11,5.0,6.0,0.13013698630136986,0.1232876712328767,0.136986301369863,0.02,"16,17",16,17
51,12,6.0,7.0,0.1643835616438356,0.1643835616438356,0.1643835616438356,0.02,18,18,18
51,13,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
52,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
52,2,1.0,1.0,0.028169014084507043,0.028169014084507043,0.028169014084507043,0.02,4,4,4
52,3,1.0,2.0,0.028169014084507043,0.028169014084507043,0.028169014084507043,0.02,5,5,5
52,4,2.0,2.0,0.028169014084507043,0.028169014084507043,0.028169014084507043,0.02,6,6,6
52,5,2.0,2.0,0.056338028169014086,0.056338028169014086,0.056338028169014086,0.02,"7,8",7,8
52,6,2.0,3.0,0.056338028169014086,0.056338028169014086,0.056338028169014086,0.02,9,9,9
52,7,3.0,3.0,0.09859154929577464,0.09859154929577464,0.09859154929577464,0.02,"10,11",10,11
52,8,3.0,4.0,0.09859154929577464,0.09859154929577464,0.09859154929577464,0.02,12,12,12
52,9,4.0,4.0,0.15492957746478872,0.15492957746478872,0.15492957746478872,0.02,13,13,13
52,10,4.0,5.0,0.15492957746478872,0.15492957746478872,0.15492957746478872,0.02,14,14,14
52,11,5.0,5.0,0.16901408450704225,0.16901408450704225,0.16901408450704225,0.02,15,15,15
52,12,5.0,7.0,0.23943661971830985,0.23943661971830985,0.23943661971830985,0.02,16,16,16
52,13,6.0,10.0,0.28169014084507044,0.28169014084507044,0.28169014084507044,0.02,17,17,17
52,14,7.0,10.0,0.36619718309859156,0.36619718309859156,0.36619718309859156,0.02,18,18,18
52,15,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
53,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
53,2,1.0,1.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.02,"4,5",4,5
53,3,2.0,2.0,0.0392156862745098,0.029411764705882353,0.04411764705882353,0.02,"6,7,8",6,8
53,4,2.0,3.0,0.04411764705882353,0.04411764705882353,0.04411764705882353,0.02,9,9,9
53,5,2.0,3.0,0.07352941176470588,0.07352941176470588,0.07352941176470588,0.02,10,10,10
53,6,3.0,3.0,0.07352941176470588,0.07352941176470588,0.07352941176470588,0.02,"11,12",11,12
53,7,3.0,4.0,0.10294117647058823,0.10294117647058823,0.10294117647058823,0.02,13,13,13
53,8,4.0,5.0,0.10294117647058823,0.10294117647058823,0.10294117647058823,0.02,"14,15",14,15
53,9,5.0,6.0,0.1323529411764706,0.1323529411764706,0.1323529411764706,0.02,16,16,16
53,10,6.0,6.25,0.1323529411764706,0.1323529411764706,0.1323529411764706,0.02,17,17,17
53,11,6.0,7.0,0.1323529411764706,0.1323529411764706,0.1323529411764706,0.02,18,18,18
53,12,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
54,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
54,2,1.0,1.0,0.02531645569620253,0.02531645569620253,0.02531645569620253,0.02,"4,5",4,5
54,3,1.0,2.0,0.02531645569620253,0.02531645569620253,0.02531645569620253,0.02,6,6,6
54,4,2.0,2.0,0.05063291139240506,0.05063291139240506,0.05063291139240506,0.02,"7,8",7,8
54,5,2.0,3.0,0.05063291139240506,0.05063291139240506,0.05063291139240506,0.02,9,9,9
54,6,2.0,3.0,0.0759493670886076,0.0759493670886076,0.0759493670886076,0.02,10,10,10
54,7,3.0,3.0,0.0759493670886076,0.0759493670886076,0.0759493670886076,0.02,11,11,11
54,8,3.0,3.5,0.0759493670886076,0.0759493670886076,0.0759493670886076,0.02,12,12,12
54,9,3.0,4.0,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.02,"13,14",13,14
54,10,4.0,5.0,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.02,15,15,15
54,11,4.0,5.0,0.16455696202531644,0.16455696202531644,0.16455696202531644,0.02,16,16,16
54,12,5.0,6.0,0.17721518987341772,0.17721518987341772,0.17721518987341772,0.02,17,17,17
54,13,6.0,7.0,0.20253164556962025,0.20253164556962025,0.20253164556962025,0.02,18,18,18
54,14,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
55,1,1.0,1.0,0.005970149253731343,0.0,0.014925373134328358,0.02,"1,2,3,4,5",1,5
55,2,1.0,2.0,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.02,6,6,6
55,3,2.0,2.0,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.02,"7,8,9",7,9
55,4,2.0,3.0,0.04477611940298507,0.04477611940298507,0.04477611940298507,0.02,10,10,10
55,5,3.0,3.0,0.04477611940298507,0.04477611940298507,0.04477611940298507,0.02,"11,12",11,12
55,6,3.0,4.0,0.05970149253731343,0.05970149253731343,0.05970149253731343,0.02,"13,14",13,14
55,7,4.0,4.5,0.05970149253731343,0.05970149253731343,0.05970149253731343,0.02,15,15,15
55,8,4.0,5.0,0.07462686567164178,0.07462686567164178,0.07462686567164178,0.02,16,16,16
55,9,5.0,6.0,0.08955223880597014,0.08955223880597014,0.08955223880597014,0.02,17,17,17
55,10,6.0,7.0,0.1044776119402985,0.1044776119402985,0.1044776119402985,0.02,18,18,18
55,11,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
56,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
56,2,1.0,1.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.02,4,4,4
56,3,1.0,2.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.02,5,5,5
56,4,2.0,2.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.02,6,6,6
56,5,2.0,2.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.02,"7,8",7,8
56,6,2.0,3.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.02,9,9,9
56,7,3.0,3.0,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.02,"10,11",10,11
56,8,3.0,4.0,0.09615384615384616,0.09615384615384616,0.09615384615384616,0.02,12,12,12
56,9,3.5,4.0,0.1346153846153846,0.1346153846153846,0.1346153846153846,0.02,13,13,13
56,10,4.0,5.0,0.14423076923076922,0.1346153846153846,0.15384615384615385,0.02,"14,15",14,15
56,11,5.0,6.0,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.02,16,16,16
56,12,5.0,7.0,0.19230769230769232,0.19230769230769232,0.19230769230769232,0.02,17,17,17
56,13,6.0,7.0,0.21153846153846154,0.21153846153846154,0.21153846153846154,0.02,18,18,18
56,14,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
57,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
57,2,1.0,1.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02,"4,5",4,5
57,3,1.0,2.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02,6,6,6
57,4,2.0,2.0,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.02,"7,8,9",7,9
57,5,2.0,3.0,0.08108108108108109,0.08108108108108109,0.08108108108108109,0.02,10,10,10
57,6,3.0,3.0,0.08108108108108109,0.08108108108108109,0.08108108108108109,0.02,"11,12",11,12
57,7,3.0,4.0,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.02,"13,14",13,14
57,8,4.0,4.75,0.10810810810810811,0.10810810810810811,0.10810810810810811,0.02,15,15,15
57,9,4.0,5.0,0.13513513513513514,0.13513513513513514,0.13513513513513514,0.02,16,16,16
57,10,5.0,6.0,0.14864864864864866,0.14864864864864866,0.14864864864864866,0.02,17,17,17
57,11,5.5,7.0,0.1891891891891892,0.1891891891891892,0.1891891891891892,0.02,18,18,18
57,12,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
58,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
58,2,1.0,1.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02,4,4,4
58,3,1.0,2.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02,5,5,5
58,4,2.0,2.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02,6,6,6
58,5,2.0,2.0,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.02,"7,8",7,8
58,6,2.0,3.0,0.05405405405405406,0.05405405405405406,0.05405405405405406,0.02,9,9,9
58,7,3.0,3.0,0.0945945945945946,0.0945945945945946,0.0945945945945946,0.02,"10,11",10,11
58,8,3.0,4.0,0.0945945945945946,0.0945945945945946,0.0945945945945946,0.02,12,12,12
58,9,4.0,4.0,0.14864864864864866,0.14864864864864866,0.14864864864864866,0.02,13,13,13
58,10,4.0,5.0,0.14864864864864866,0.14864864864864866,0.14864864864864866,0.02,14,14,14
58,11,5.0,5.75,0.16216216216216217,0.16216216216216217,0.16216216216216217,0.02,15,15,15
58,12,5.0,7.0,0.22972972972972974,0.22972972972972974,0.22972972972972974,0.02,16,16,16
58,13,6.0,9.5,0.25675675675675674,0.25675675675675674,0.25675675675675674,0.02,17,17,17
58,14,7.0,10.0,0.2972972972972973,0.2972972972972973,0.2972972972972973,0.02,18,18,18
58,15,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
59,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
59,2,1.0,1.0,0.03125,0.03125,0.03125,0.02,4,4,4
59,3,1.0,2.0,0.03125,0.03125,0.03125,0.02,5,5,5
59,4,2.0,2.0,0.041666666666666664,0.03125,0.046875,0.02,"6,7,8",6,8
59,5,2.0,3.0,0.046875,0.046875,0.046875,0.02,9,9,9
59,6,3.0,3.0,0.078125,0.078125,0.078125,0.02,"10,11",10,11
59,7,3.0,4.0,0.078125,0.078125,0.078125,0.02,12,12,12
59,8,4.0,4.0,0.109375,0.109375,0.109375,0.02,13,13,13
59,9,4.0,5.0,0.109375,0.109375,0.109375,0.02,14,14,14
59,10,5.0,5.0,0.109375,0.109375,0.109375,0.02,15,15,15
59,11,5.0,6.0,0.140625,0.140625,0.140625,0.02,16,16,16
59,12,6.0,7.0,0.140625,0.140625,0.140625,0.02,17,17,17
59,13,6.0,8.0,0.15625,0.15625,0.15625,0.02,18,18,18
59,14,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
60,1,1.0,1.0,0.005555555555555555,0.0,0.013888888888888888,0.02,"1,2,3,4,5",1,5
60,2,1.0,2.0,0.013888888888888888,0.013888888888888888,0.013888888888888888,0.02,6,6,6
60,3,2.0,2.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.02,"7,8,9",7,9
60,4,2.0,3.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.02,10,10,10
60,5,3.0,3.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.02,"11,12",11,12
60,6,3.0,4.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.02,"13,14",13,14
60,7,4.0,4.25,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.02,15,15,15
60,8,4.0,5.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.02,16,16,16
60,9,4.5,6.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.02,17,17,17
60,10,5.0,6.0,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.02,18,18,18
60,11,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
61,1,1.0,1.0,0.005633802816901409,0.0,0.014084507042253521,0.02,"1,2,3,4,5",1,5
61,2,2.0,2.0,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.02,6,6,6
61,3,2.0,2.0,0.04225352112676056,0.04225352112676056,0.04225352112676056,0.02,"7,8",7,8
61,4,2.0,2.5,0.04225352112676056,0.04225352112676056,0.04225352112676056,0.02,9,9,9
61,5,3.0,3.0,0.07042253521126761,0.07042253521126761,0.07042253521126761,0.02,"10,11",10,11
61,6,3.0,4.0,0.07042253521126761,0.07042253521126761,0.07042253521126761,0.02,12,12,12
61,7,4.0,4.0,0.11267605633802817,0.11267605633802817,0.11267605633802817,0.02,13,13,13
61,8,4.0,5.0,0.11267605633802817,0.11267605633802817,0.11267605633802817,0.02,14,14,14
61,9,5.0,5.0,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.02,15,15,15
61,10,5.0,6.5,0.18309859154929578,0.18309859154929578,0.18309859154929578,0.02,16,16,16
61,11,6.0,7.5,0.2112676056338028,0.2112676056338028,0.2112676056338028,0.02,17,17,17
61,12,7.0,9.5,0.2535211267605634,0.2535211267605634,0.2535211267605634,0.02,18,18,18
61,13,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
62,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
62,2,1.0,1.0,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.02,"4,5",4,5
62,3,2.0,2.0,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.02,6,6,6
62,4,2.0,2.0,0.0684931506849315,0.0684931506849315,0.0684931506849315,0.02,"7,8",7,8
62,5,2.0,3.0,0.07534246575342465,0.0684931506849315,0.0821917808219178,0.02,"9,10",9,10
62,6,3.0,3.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.02,11,11,11
62,7,3.0,4.0,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.02,12,12,12
62,8,3.0,4.0,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.02,13,13,13
62,9,4.0,5.0,0.1095890410958904,0.1095890410958904,0.1095890410958904,0.02,"14,15",14,15
62,10,5.0,6.0,0.136986301369863,0.136986301369863,0.136986301369863,0.02,"16,17",16,17
62,11,6.0,7.0,0.1643835616438356,0.1643835616438356,0.1643835616438356,0.02,18,18,18
62,12,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
63,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
63,2,1.0,1.0,0.028169014084507043,0.028169014084507043,0.028169014084507043,0.02,4,4,4
63,3,1.0,2.0,0.028169014084507043,0.028169014084507043,0.028169014084507043,0.02,5,5,5
63,4,2.0,2.0,0.028169014084507043,0.028169014084507043,0.028169014084507043,0.02,6,6,6
63,5,2.0,2.0,0.07042253521126761,0.07042253521126761,0.07042253521126761,0.02,"7,8",7,8
63,6,2.0,3.0,0.07042253521126761,0.07042253521126761,0.07042253521126761,0.02,9,9,9
63,7,3.0,3.0,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.02,10,10,10
63,8,3.0,4.0,0.1267605633802817,0.1267605633802817,0.1267605633802817,0.02,"11,12",11,12
63,9,4.0,4.0,0.16901408450704225,0.16901408450704225,0.16901408450704225,0.02,13,13,13
63,10,4.0,5.0,0.16901408450704225,0.16901408450704225,0.16901408450704225,0.02,14,14,14
63,11,5.0,6.0,0.18309859154929578,0.18309859154929578,0.18309859154929578,0.02,15,15,15
63,12,5.0,7.0,0.22535211267605634,0.22535211267605634,0.22535211267605634,0.02,16,16,16
63,13,6.0,10.0,0.2676056338028169,0.2676056338028169,0.2676056338028169,0.02,17,17,17
63,14,7.0,10.0,0.30985915492957744,0.30985915492957744,0.30985915492957744,0.02,18,18,18
63,15,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
64,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
64,2,1.0,1.0,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.02,4,4,4
64,3,1.0,2.0,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.02,5,5,5
64,4,2.0,2.0,0.031746031746031744,0.031746031746031744,0.031746031746031744,0.02,6,6,6
64,5,2.0,2.0,0.07936507936507936,0.07936507936507936,0.07936507936507936,0.02,"7,8",7,8
64,6,2.0,3.0,0.07936507936507936,0.07936507936507936,0.07936507936507936,0.02,9,9,9
64,7,3.0,3.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.02,"10,11",10,11
64,8,3.0,4.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.02,12,12,12
64,9,4.0,4.0,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.02,13,13,13
64,10,4.0,5.0,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.02,14,14,14
64,11,5.0,6.0,0.20634920634920634,0.20634920634920634,0.20634920634920634,0.02,15,15,15
64,12,5.0,7.0,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.02,16,16,16
64,13,6.0,9.0,0.25396825396825395,0.25396825396825395,0.25396825396825395,0.02,17,17,17
64,14,6.0,9.5,0.25396825396825395,0.25396825396825395,0.25396825396825395,0.02,18,18,18
64,15,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
65,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
65,2,1.0,1.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02,"4,5",4,5
65,3,2.0,2.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02,6,6,6
65,4,2.0,2.0,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.02,"7,8",7,8
65,5,2.0,3.0,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.02,9,9,9
65,6,2.0,3.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.02,10,10,10
65,7,3.0,3.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.02,"11,12",11,12
65,8,3.0,4.0,0.17105263157894737,0.17105263157894737,0.17105263157894737,0.02,13,13,13
65,9,4.0,5.0,0.17763157894736842,0.17105263157894737,0.18421052631578946,0.02,"14,15",14,15
65,10,4.0,6.0,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.02,16,16,16
65,11,5.0,7.0,0.23684210526315788,0.23684210526315788,0.23684210526315788,0.02,17,17,17
65,12,5.0,8.5,0.25,0.25,0.25,0.02,18,18,18
65,13,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
66,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
66,2,1.0,1.0,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.02,4,4,4
66,3,1.0,2.0,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.02,5,5,5
66,4,2.0,2.0,0.024691358024691357,0.024691358024691357,0.024691358024691357,0.02,6,6,6
66,5,2.0,2.0,0.04938271604938271,0.04938271604938271,0.04938271604938271,0.02,"7,8",7,8
66,6,2.0,3.0,0.04938271604938271,0.04938271604938271,0.04938271604938271,0.02,9,9,9
66,7,3.0,3.0,0.08641975308641975,0.08641975308641975,0.08641975308641975,0.02,"10,11",10,11
66,8,3.0,4.0,0.08641975308641975,0.08641975308641975,0.08641975308641975,0.02,12,12,12
66,9,4.0,4.0,0.13580246913580246,0.13580246913580246,0.13580246913580246,0.02,13,13,13
66,10,4.0,5.0,0.13580246913580246,0.13580246913580246,0.13580246913580246,0.02,14,14,14
66,11,5.0,6.0,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.02,15,15,15
66,12,6.0,7.0,0.18518518518518517,0.18518518518518517,0.18518518518518517,0.02,16,16,16
66,13,6.0,8.0,0.20987654320987653,0.20987654320987653,0.20987654320987653,0.02,17,17,17
66,14,7.0,9.0,0.24691358024691357,0.24691358024691357,0.24691358024691357,0.02,18,18,18
66,15,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
67,1,1.0,1.0,0.00625,0.0,0.015625,0.02,"1,2,3,4,5",1,5
67,2,1.0,2.0,0.015625,0.015625,0.015625,0.02,6,6,6
67,3,2.0,2.0,0.03125,0.03125,0.03125,0.02,"7,8,9",7,9
67,4,2.0,3.0,0.046875,0.046875,0.046875,0.02,10,10,10
67,5,3.0,3.0,0.046875,0.046875,0.046875,0.02,"11,12",11,12
67,6,3.0,4.0,0.0625,0.0625,0.0625,0.02,"13,14",13,14
67,7,4.0,4.25,0.078125,0.078125,0.078125,0.02,15,15,15
67,8,4.0,5.0,0.109375,0.109375,0.109375,0.02,16,16,16
67,9,4.0,6.0,0.125,0.125,0.125,0.02,17,17,17
67,10,5.0,7.0,0.140625,0.140625,0.140625,0.02,18,18,18
67,11,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
68,1,1.0,1.0,0.005714285714285714,0.0,0.014285714285714285,0.02,"1,2,3,4,5",1,5
68,2,1.0,2.0,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.02,6,6,6
68,3,2.0,2.0,0.04285714285714285,0.04285714285714286,0.04285714285714286,0.02,"7,8,9",7,9
68,4,2.0,3.0,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.02,10,10,10
68,5,3.0,3.0,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.02,"11,12",11,12
68,6,3.0,4.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.02,"13,14",13,14
68,7,4.0,5.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.02,15,15,15
68,8,4.0,5.0,0.1,0.1,0.1,0.02,16,16,16
68,9,5.0,5.75,0.1,0.1,0.1,0.02,17,17,17
68,10,5.0,6.0,0.12857142857142856,0.12857142857142856,0.12857142857142856,0.02,18,18,18
68,11,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
69,1,1.0,1.0,0.0,0.0,0.0,0.02,"1,2,3",1,3
69,2,1.0,1.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.02,"4,5",4,5
69,3,1.5,2.0,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.02,6,6,6
69,4,2.0,2.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.02,"7,8,9",7,9
69,5,2.0,3.0,0.09722222222222222,0.09722222222222222,0.09722222222222222,0.02,10,10,10
69,6,3.0,3.0,0.09722222222222222,0.09722222222222222,0.09722222222222222,0.02,"11,12",11,12
69,7,3.0,4.0,0.125,0.125,0.125,0.02,"13,14",13,14
69,8,4.0,5.0,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.02,15,15,15
69,9,4.0,5.25,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.02,16,16,16
69,10,5.0,6.25,0.19444444444444445,0.19444444444444445,0.19444444444444445,0.02,17,17,17
69,11,5.0,7.25,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.02,18,18,18
69,12,10.0,10.0,1.0,1.0,1.0,0.02,19,19,19
70,1,1.0,1.0,0.005128205128205128,0.0,0.01282051282051282,0.02,"1,2,3,4,5",1,5
70,2,1.0,2.0,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.02,6,6,6
70,3,2.0,2.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.02,"7,8,9",7,9
70,4,2.0,3.0,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.02,10,10,10
70,5,3.0,3.0,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.02,"11,12",11,12
70,6,3.0,4.0,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.02,13,13,13
70,7,4.0,4.0,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.02,14,14,14
70,8,4.0,5.0,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.02,15,15,15
70,9,4.0,5.0,0.14102564102564102,0.14102564102564102,0.14102564102564102,0.02,16,16,16
